PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom
P-71870,YIELD|Chicken|Mole,4.0,Kg,PREP,4000.0,g
P-36505,YIELD|Chickpeas|Can,1.8,Kg,,1800.0,g
P-41407,YIELD|Chives,440.0,g,,440.0,g
P-44728,YIELD|Chopped Parsley,45.0,g,,45.0,g
P-57092,YIELD|Chopped Romaine,620.0,g,PREP,620.0,g
P-44510,YIELD|Cilantro|Bunch,50.0,g,PREP,50.0,g
P-26514,YIELD|Cilantro|Herb,55.0,g,,55.0,g
P-47836,YIELD|COOKED|Thigh bone in,9.75,Kg,,9750.0,g
P-21077,YIELD|Cucumber Processed,3.8,Kg,,3800.0,g
P-51222,YIELD|Daikon|Peeled,4.5,Kg,,4500.0,g
P-57150,YIELD|Dill Fresh BC,0.9,Kg,,900.0,g
P-44916,YIELD|Dill Yield,0.8,Kg,,800.0,g
P-44652,YIELD|Drained Pickle,11.4,Kg,PREP,11400.0,g
P-56952,YIELD|Drained Tuna,1.88,Kg,,1880.0,g
P-9774,YIELD|Eggplant|FLX,12.27,Kg,,12270.0,g
P-45230,YIELD|Fries|GRL,1.6,Kg,,1600.0,g
P-50658,YIELD|Golden apple,0.75,CT,,75.0,g
P-57213,YIELD|Granny Smith Apple,0.8,lb,,362.8736,g
P-9710,YIELD|Green cabbage,40.0,lb,PREP,18143.68,g
P-48933,YIELD|Green onion|Fresh,5.7,Kg,,5700.0,g
P-57146,YIELD|Green Pepper,8.3,Kg,,8300.0,g
P-45121,YIELD|Green Pepper,0.8,Kg,,800.0,g
P-9734,YIELD|Green Peppers,20.32,lb,PREP,9216.98944,g
P-61821,YIELD|Ham|1 whole ham,15.5,Kg,PREP,15500.0,g
P-50853,YIELD|hardbite Chips|Crunch,475.0,g,,475.0,g
P-13842,YIELD|Hashbrowns cooked,0.85,Kg,,850.0,g
P-45047,YIELD|Herb|Basil,0.5,Kg,,500.0,g
P-45053,YIELD|Herb|Mint,600.0,g,,600.0,g
P-44896,YIELD|Herb|Parsley,0.5,Kg,,500.0,g
P-52035,YIELD|Herb|Thai Basil,500.0,g,,500.0,g
P-52036,YIELD|Herb|Thyme,500.0,g,,500.0,g
P-62251,YIELD|Iceberg lettuce,74.0,g,,74.0,g
P-50429,YIELD|Italian Parsley|Herb,450.0,g,PREP,450.0,g
P-56811,YIELD|Jalapeno,4.0,Kg,,4000.0,g
P-53745,YIELD|Jalapenos wt seeds|Whole,0.9,Kg,,900.0,g
P-44964,YIELD|Kale,300.0,g,,300.0,g
P-13881,YIELD|Kale,0.8,Kg,,800.0,g
P-20239,YIELD|Kale Processed,7.4,Kg,,7400.0,g
P-40741,YIELD|Kuterra,0.8,Kg,,800.0,g
P-49610,YIELD|Kuterra Salmon|Skin off,8.5,Kg,PREP,8500.0,g
P-49571,YIELD|Kuterra Salmon|Skin on,9.0,Kg,,9000.0,g
P-50851,YIELD|Kuterra||Poke,5.0,Kg,,5000.0,g
P-57221,YIELD|Leek,1.2,lb,,544.3104,g
P-9863,YIELD|Leeks,900.0,g,,900.0,g
P-57183,YIELD|Lemon,330.0,g,,330.0,g
P-46509,YIELD|Lettuce bun,3.0,each,,3.0,each
P-50695,YIELD|Lettuce Green Leaf,8.5,lb,,3855.5319999999997,g
P-46492,YIELD|Mint|Herb,0.6,Kg,,600.0,g
P-51536,YIELD|Oregano Fresh,325.0,g,,325.0,g
P-50567,YIELD|Parsley,0.408,Kg,,408.0,g
P-57371,YIELD|Peeled UBC potato,4.5,Kg,,4500.0,g
P-52222,YIELD|Pickle Spear ea 20-30g,1.0,ea,,25.0,g
P-56921,YIELD|Poblano,825.0,g,,825.0,g
P-42504,YIELD|Potato Chips,475.0,g,PREP,475.0,g
P-52994,YIELD|Prawn|Humpback,35.0,each,,455.0,g
P-32747,YIELD|Quiche Custard|Batch,3.0,L,,3000.0,ml
P-61817,YIELD|Radicchio,4.0,Kg,,4000.0,g
P-9854,YIELD|Radish,19.051,Kg,,19051.0,g
P-9712,YIELD|Red Cabbage,40.0,lb,PREP,18143.68,g
P-57245,YIELD|Red Onion,9.0,lb,,4082.328,g
P-19175,YIELD|Red Onion,1.6,Kg,PREP,1600.0,g
P-56290,YIELD|Red Pepper,363.2,g,,363.2,g
P-18746,YIELD|Red Pepper|Fresh,8.3,Kg,PREP,8300.0,g
P-13933,YIELD|Roasted Red Pepper|Can,2.0,L,,2000.0,ml
P-9855,YIELD|Romaine ,8.165,Kg,PREP,8164.999999999999,g
P-44901,YIELD|Rosemary Fresh|Herb,0.65,Kg,,650.0,g
P-57206,YIELD|Royal Gala Apple,0.8,lb,,362.8736,g
P-57024,YIELD|Sage|Herb,675.0,g,,675.0,g
P-51537,YIELD|Sage|Herb,0.65,Kg,,650.0,g
P-64910,Yield|Scallop|CuminLime,4.5,Kg,PREP,4500.0,g
P-52997,YIELD|Seaweed salad|GZA,1.0,Kg,,1000.0,g
P-55427,YIELD|Serrano pepper,1.0,Kg,,1000.0,g
P-46439,YIELD|Shaved Smoke Tofu,1.0,Kg,,1000.0,g
P-51442,YIELD|Shiso,40.0,g,,40.0,g
P-51524,YIELD|Shitake Mushroom|Trimmed,870.0,g,,870.0,g
P-57294,YIELD|Shrimp meat,386.0,g,,386.0,g
P-35712,YIELD|Sliced Roma Tomato,400.0,g,PREP,400.0,g
P-58226,YIELD|Squash Butternut,1.6,Kg,,1600.0,g
P-51580,YIELD|Squash Kabocha,1.6,Kg,,1600.0,g
P-56780,YIELD|Sundried tomato|TST,700.0,g,,700.0,g
P-50849,YIELD|Sunomono|Cuke Salted,450.0,g,,450.0,g
P-43699,YIELD|Taro chip,390.0,g,PREP,390.0,g
P-51538,YIELD|Tarragon|Picked,0.5,Kg,,500.0,g
P-57143,YIELD|Thai Chili Peppers,0.9,Kg,,900.0,g
P-50676,YIELD|Thyme,300.0,g,,300.0,g
P-56923,YIELD|Tomatillio,825.0,g,,825.0,g
P-50587,YIELD|Tomato Roma,9.0,Kg,,9000.0,g
P-50855,YIELD|Tomatoes|Ponzu,400.0,g,,400.0,g
P-47511,YIELD|Tuna albacore OW,9.75,Kg,,9750.0,g
P-45048,YIELD|Watercress,125.0,g,,125.0,g
P-49671,YIELD|Wild Lingcod|steamed,9.5,Kg,,9500.0,g
P-62250,YIELD|Yam Fries|GRL,1.6,Kg,,1600.0,g
P-24452,YIELD|Yellow Onion,0.9,lb,,408.2328,g
P-57145,YIELD|Yellow Pepper,8.3,Kg,,8300.0,g
P-45120,YIELD|Yellow Pepper,0.8,Kg,,800.0,g
P-62405,YIELD|Zucchini,938.0,g,,938.0,g
P-9756,YIELD|Zucchini,0.9,Kg,,900.0,g
P-48760,YOGURT RAISINS CUP,1.0,cup,PREP,236.588125,ml
P-7690,Zucchinni dice Roasted,1.5,Kg,,1500.0,g
