ProdId,Description,SalesGroup
R-62713,SL|turkey dinner|+1,GV SIMPLY LOCAL
R-62712,SL|turkey dinner|+2,GV SIMPLY LOCAL
R-62104,SL|Turkey dinner|+3,GV SIMPLY LOCAL
R-62103,SL|Turkey dinner|+4,GV SIMPLY LOCAL
R-62105,SL|Turkey dinner|140g,GV SIMPLY LOCAL
R-62200,SL|turkey dinner|Plate,GV SIMPLY LOCAL
R-62050,SL|Turkey Roast|+1,GV SIMPLY LOCAL
R-62049,SL|Turkey Roast|+2,GV SIMPLY LOCAL
R-44800,SL|Turkey Roast|+3,GV SIMPLY LOCAL
R-62048,SL|Turkey Roast|+4,GV SIMPLY LOCAL
R-57248,SL|Veg blend|SL,FOOD
R-57247,SL|Veg blend|UBC,FOOD
R-62147,SL|Vegetable lasagne|+1,GV SIMPLY LOCAL
R-62146,SL|Vegetable lasagne|+2,GV SIMPLY LOCAL
R-62145,SL|Vegetable lasagne|+3,GV SIMPLY LOCAL
R-62144,SL|Vegetable lasagne|220g,GV SIMPLY LOCAL
R-62223,SL|Vegetable lasagne|Plate,GV SIMPLY LOCAL
R-62193,SL|vegetables x2|RATIO|NEW,GV SIMPLY LOCAL
R-64915,SL|Yam Stuffed Chicken|+1,GV SIMPLY LOCAL
R-64916,SL|Yam Stuffed Chicken|+2,GV SIMPLY LOCAL
R-62240,SL|Yam Stuffed Chicken|150g,GV SIMPLY LOCAL
R-62241,SL|Yam Stuffed Chicken|Plate,GV SIMPLY LOCAL
R-62102,SL|Zucchini noodle pasta|+1,GV SIMPLY LOCAL
R-62101,SL|Zucchini noodle pasta|+2,GV SIMPLY LOCAL
R-62100,SL|Zucchini noodle pasta|+3,GV SIMPLY LOCAL
R-62085,SL|Zucchini noodle pasta|AAD,GV SIMPLY LOCAL
R-62213,SL|Zucchini noodle pasta|Plate,GV SIMPLY LOCAL
R-64787,SL|Zuke halibut|Feature|+2,GV SIMPLY LOCAL
R-62437,SL|Zuke halibut|Feature|PLATE,GV SIMPLY LOCAL
R-8153,Soup Chix Creole Gumbo,GV - SIDES
R-8362,Soup Cream of BC Mushroom,GV - SIDES
R-64218,SS|POP|BBQ chicken mac&cheese,SPECIALS
R-54640,SS|POP|Chicken|Polenta|Beans,SPECIALS
R-54638,SS|POP|Chiles|Rellenos|Squares,SPECIALS
R-53772,SS|POP|Koftas,SPECIALS
R-53773,SS|POP|Moroccan|Chick,SPECIALS
R-53774,SS|POP|Tempeh|Tostada,SPECIALS
R-64434,SS|POP|VEG mac&cheese,SPECIALS
R-64380,SS|POP|VEG|GUMBO2,SPECIALS
R-64384,SS|POP|VEGAN|RICE|BEANS2,SPECIALS
R-54637,SS|POP|Vegtable|Paella,SPECIALS
R-61574,TACO|Tempura Prawn,OK - SQUARE MEAL
R-64866,the big chicken wing|GRL,GV GRILL DAY
R-70054,Tofu ChopSuey|AAD,GV - FLEX BC
R-60906,TRUCK|Salmon Taco,OK - FOOD TRUCK(Food)
R-56684,TST|Calzone|Chorizo,SPECIALS
R-64397,TurkishGyro|popRS,SPECIALS
R-18079,UNITED WAY - $2,MISC.
R-56539,VEG|Hulk Bowl,OK- VEGETARIAN KITCHEN FEATURE
R-58351,VEG|Pasta|Harvest Squash,OK- VEGETARIAN KITCHEN FEATURE
R-35461,VEG|Tabbouleh Bowl|AAD,OK - VEGETARIAN KITCHEN
