ProdId,Description,SalesGroup
R-49350,G&G|Chips Coconut|Blue Monkey,GV - GRAB & GO
R-39819,G&G|Chips|Hardbite|Bbq,GV - GRAB & GO
R-63856,G&G|Chips|Hardbite|Beet|150g,GV - GRAB & GO
R-39820,G&G|Chips|Hardbite|Jalapeno,GV - GRAB & GO
R-39823,G&G|Chips|Hardbite|Natural,GV - GRAB & GO
R-39821,G&G|Chips|Hardbite|Rocksalt,GV - GRAB & GO
R-39822,G&G|Chips|Hardbite|Wild Onion,GV - GRAB & GO
R-49342,G&G|Chips|Que Pasa|Tortilla,GV - GRAB & GO
R-49340,G&G|Chips|Sun|Cheddar,GV - GRAB & GO
R-49339,G&G|Chips|Sun|Onion,GV - GRAB & GO
R-49341,G&G|Chips|Sun|Salsa,GV - GRAB & GO
R-47535,G&G|Chips|Taro House-Made,GV - GRAB & GO
R-49343,G&G|Chips|Terra|Exotic Veg,GV - GRAB & GO
R-53236,G&G|Chips|Terra|Original|170g,GV - GRAB & GO
R-55704,G&G|Choc Cheese Cake Portioned,GV - GRAB & GO
R-55492,G&G|Choc Cheese Cake|Uncle Ed,GV - GRAB & GO
R-66126,G&G|Choc Rice Pudding|Uncle Ed,GV - GRAB & GO
R-65777,G&G|Choco Nut Bark|Uncle ED,GV - DESSERT
R-55974,G&G|Chocolate Parfait|Pudding,GV - GRAB & GO
R-56389,G&G|Choriza Penne|Packaged,GV - GRAB & GO
R-65792,G&G|Chorizo Lasagna|pkg,GV - FLEX BC
R-54632,G&G|Cinnamon Bun|Mini (4),GV - GRAB & GO
R-54462,G&G|Cinnamon Bun|Mini (6),GV - GRAB & GO
R-42268,G&G|Coconut Cluster|Cranberry,GV - GRAB & GO
R-42269,G&G|Coconut Cluster|Dark Choco,GV - GRAB & GO
R-46995,G&G|Coconut Cluster|Pumpkin,GV - GRAB & GO
R-42270,G&G|Coconut Cluster|Super Seed,GV - GRAB & GO
R-53835,G&G|Cornbread|Ed,GV - BAKERY
R-47288,G&G|Croissant|Almond,GV - GRAB & GO
R-45803,G&G|Croissant|Cheese,GV - GRAB & GO
R-13161,G&G|Croissant|Chocolate,GV - GRAB & GO
R-54319,G&G|Croissant|Chocolate|Mini 6,GV - GRAB & GO
R-32328,G&G|Croissant|Ham & Cheese,GV - GRAB & GO
R-30945,G&G|Croissant|Multigrain,GV - GRAB & GO
R-13160,G&G|Croissant|Plain,GV - GRAB & GO
R-45798,G&G|Croissant|Spinach Pepper ,GV - GRAB & GO
R-56316,G&G|Crudite & Hummus|PV Made,GV - GRAB & GO
R-49558,G&G|Cup|Almond Unsalted,GV - GRAB & GO
R-48502,G&G|Cup|Banana Chips,GV - GRAB & GO
R-47325,G&G|Cup|Bob's|Oats Apple ,GV - GRAB & GO
R-47112,G&G|Cup|Bob's|Oats Blueberry,GV - GRAB & GO
R-47285,G&G|Cup|Bob's|Oats Classic,GV - GRAB & GO
R-47111,G&G|Cup|Bob's|Oats Maple,GV - GRAB & GO
R-52647,G&G|Cup|Cereal|Asst,GV - GRAB & GO
R-39831,G&G|Cup|Cereal|Corn Pops,GV - GRAB & GO
R-42300,G&G|Cup|Cereal|Frosted Flakes,GV - GRAB & GO
R-39840,G&G|Cup|Cereal|Fruit Loops,GV - GRAB & GO
R-39830,G&G|Cup|Cereal|Rice Krispies,GV - GRAB & GO
R-39829,G&G|Cup|Cereal|Special K,GV - GRAB & GO
R-48501,G&G|Cup|Chocolate Almond Bark,GV - GRAB & GO
R-49419,G&G|Cup|Chocolate Raisins,GV - GRAB & GO
R-48467,G&G|Cup|Fruit Loop Medley,GV - GRAB & GO
R-56030,G&G|Cup|Fruit|Dole Mango,GV - GRAB & GO
R-48470,G&G|Cup|Mango Slice Dried,GV - GRAB & GO
R-39833,G&G|Cup|Oats GF|Blueberry,GV - GRAB & GO
R-41891,G&G|Cup|Oats GF|Cranberry ,GV - GRAB & GO
R-41892,G&G|Cup|Oats GF|Flax ,GV - GRAB & GO
R-39837,G&G|Cup|Oats GF|Raisin Almond,GV - GRAB & GO
R-13172,G&G|Cup|Oats|Asst,GV - GRAB & GO
R-48469,G&G|Cup|Pineapple Ring Dried,GV - GRAB & GO
R-49560,G&G|Cup|Raw Energy Mix,GV - GRAB & GO
R-49421,G&G|Cup|Strawberries Dried,GV - GRAB & GO
R-48468,G&G|Cup|Yogurt Raisins,GV - GRAB & GO
R-49932,G&G|Cupcake|Red Velvet (4),GV - GRAB & GO
R-49931,G&G|Cupcake|Vanilla Bean (4),GV - GRAB & GO
R-56092,G&G|Cutlet|Turkey (2 pc),GV - GRAB & GO
R-54463,G&G|Danish Asst|Mini (4),GV - GRAB & GO
R-48482,G&G|Donut|Chocolate|Package,GV - GRAB & GO
R-48484,G&G|Donut|Glazed|Package,GV - GRAB & GO
R-48483,G&G|Donut|Powdered|Package,GV - GRAB & GO
R-38030,G&G|Egg Hard Boiled,GV - GRAB & GO
R-53621,G&G|Empanada (2ea),SPECIALS
R-41292,G&G|Energy Ball|Choco Peanut,GV - GRAB & GO
R-41293,G&G|Energy Ball|Coconut Macada,GV - GRAB & GO
R-41296,G&G|Energy Ball|Peanut Blast,GV - GRAB & GO
R-49351,G&G|Fudge|Chocolate,GV - GRAB & GO
R-49352,G&G|Fudge|Vanilla Swirl,GV - GRAB & GO
R-42302,G&G|Gelato|Bar Asst,GV - GRAB & GO
R-42303,G&G|Gelato|Bliss Bar Asst,GV - GRAB & GO
R-41589,G&G|Gelato|Calipops Asst,GV - GRAB & GO
R-42301,G&G|Gelato|Cono Pallo,GV - GRAB & GO
R-42305,G&G|Gelato|Cups,GV - GRAB & GO
R-42304,G&G|Gelato|Sandwich  Asst,GV - GRAB & GO
R-64336,G&G|Gouda Bombs (3)|HC,GV - GRAB & GO
R-56476,G&G|Ham Plate|Tv Dinner,GV - GRAB & GO
R-58209,G&G|HMR|Paneer Cauliflower ,PRODUCTION FOOD
R-58211,G&G|HMR|Spaghetti Meatball,PRODUCTION FOOD
R-39818,G&G|Homestyle|Brownie 2-Bite ,GV - GRAB & GO
R-41894,G&G|Homestyle|Macaroon 2-Bite,GV - GRAB & GO
R-41893,G&G|Homestyle|Macaroon Choc ,GV - GRAB & GO
R-54465,G&G|Jamaican Patty|Mild,GV - GRAB & GO
R-54464,G&G|Jamaican Patty|Spicy,GV - GRAB & GO
R-59344,G&G|JB|butter chicken,GV - GRAB & GO
R-65508,G&G|JB|Palak Paneer,GV - GRAB & GO
R-56010,G&G|Lamontagne|Almond,GV - GRAB & GO
R-55996,G&G|Lamontagne|Cafe Almond,GV - GRAB & GO
R-56011,G&G|Lamontagne|Coconut,GV - GRAB & GO
R-56001,G&G|Lamontagne|Cranberry,GV - GRAB & GO
R-56003,G&G|Lamontagne|Pistachio,GV - GRAB & GO
R-56002,G&G|Lamontagne|Raisin,GV - GRAB & GO
R-54672,G&G|Lasagna Meat|Package,GV - GRAB & GO
R-54673,G&G|Lasagna Vegetable|Package,GV - GRAB & GO
R-54763,G&G|Mac & Cheese|Packaged,GV - GRAB & GO
R-49027,G&G|Macarons (4),GV - GRAB & GO
R-49122,G&G|Macarons (8),GV - GRAB & GO
R-54671,G&G|Meatball & Spaghetti|Pack,GV - GRAB & GO
R-54797,G&G|Mini Choco Cake 1|Uncle ED,GV - GRAB & GO
R-54798,G&G|Mini Choco Cake 6|Uncle Ed,GV - GRAB & GO
R-54320,G&G|Mix Peanut Butter ChoclDIY,GV - GRAB & GO
R-54789,G&G|Muffin|English,FOOD
R-20319,G&G|Muffin|English,GV - GRAB & GO
R-64433,G&G|Nutella Brownie|UncleED,GV - GRAB & GO
R-56303,G&G|Pack|Cereal|Kellogg's Fun,GV - GRAB & GO
R-48912,G&G|Parfait Rasp Cheescake,GV - GRAB & GO
R-64388,G&G|Pizza Pretzel|HC,GV - DESSERT
R-56091,"G&G|Pizza|6"" Asst",GV - GRAB & GO
R-54459,G&G|Popcorn|Butter Sea Salt,GV - GRAB & GO
R-54458,G&G|Popcorn|Dill Pickle,GV - GRAB & GO
R-54460,G&G|Popcorn|Sea Salt,GV - GRAB & GO
R-54461,G&G|Popcorn|White Cheddar,GV - GRAB & GO
R-45983,G&G|Pot|Beans & Corn,PRODUCTION FOOD
R-33937,G&G|Pot|Blueberry Chia,PRODUCTION FOOD
R-45938,G&G|Pot|Chia Matcha ,PRODUCTION FOOD
R-66134,G&G|Pot|Chia Pudding|Lemon Cur,PRODUCTION FOOD
R-38984,G&G|Pot|Classic Hummus (Vegan),PRODUCTION FOOD
R-47007,G&G|Pot|Crudite|Chipotle Humus,PRODUCTION FOOD
R-50345,G&G|Pot|Crudite|Ranch Dressing,PRODUCTION FOOD
R-54313,G&G|Pot|Eggnog Chia,PRODUCTION FOOD
R-67343,G&G|Pot|Key Lime Chia,PRODUCTION FOOD
R-45940,G&G|Pot|Mediterranean Salad,PRODUCTION FOOD
R-45939,G&G|Pot|Over night Quinoa,PRODUCTION FOOD
R-38096,G&G|Pot|Overnight Oats,PRODUCTION FOOD
R-37723,G&G|Pot|Pudding Chia,PRODUCTION FOOD
R-66133,G&G|Pot|Pudding Mango,PRODUCTION FOOD
R-47008,G&G|Pot|Pumpkin Pie Chia,PRODUCTION FOOD
R-33924,G&G|Pot|Salted Caramel Parfait,PRODUCTION FOOD
R-52646,G&G|Pot|Seasonal Berry Yogurt,PRODUCTION FOOD
R-65467,G&G|Pot|Seasonal Fruit Cup,PRODUCTION FOOD
R-37733,G&G|Pot|Tropical Fruit.,PRODUCTION FOOD
R-47011,G&G|Pot|Tropical Yogurt,PRODUCTION FOOD
R-55089,G&G|Pot|Valentines Chia,PRODUCTION FOOD
R-49818,G&G|Pot|Wild Berry Parfait,PRODUCTION FOOD
R-46442,G&G|Pot|Wild Berry Yogurt,PRODUCTION FOOD
R-65544,G&G|Potstickers (6),GV - GRAB & GO
R-48486,G&G|Pretzel|Chocolate Caramel,GV - GRAB & GO
R-55998,G&G|Protein|Pork Cutlet,GV - GRAB & GO
R-56041,G&G|Pudding|Hunts Chocolate,GV - GRAB & GO
R-56014,G&G|Pudding|Hunts Vanilla,GV - GRAB & GO
R-54859,G&G|Quiche Breakfast|Asst,GV - GRAB & GO
R-51179,G&G|Roast beef|Tv Dinner,GV - GRAB & GO
R-54764,G&G|Rotini & Veggie Pesto,GV - GRAB & GO
R-55319,G&G|Rotini Veggie SunDry Pesto,GV - GRAB & GO
R-54251,G&G|Salad Asian|D19,SPECIALS
R-37735,G&G|Salad|Caesar Kale,PRODUCTION FOOD
R-38022,G&G|Salad|Caesar Kale Chicken,PRODUCTION FOOD
R-55972,G&G|Salad|Caprese,GV - GRAB & GO
R-52644,G&G|Salad|Cobb Chicken,PRODUCTION FOOD
R-52643,G&G|Salad|Cobb Vegetarian,PRODUCTION FOOD
R-52648,G&G|Salad|Crunchy Kale,PRODUCTION FOOD
R-52649,G&G|Salad|Crunchy Kale Salmon,PRODUCTION FOOD
R-38105,G&G|Salad|Fiesta Chicken,PRODUCTION FOOD
R-38097,G&G|Salad|Fiesta Ensalada,PRODUCTION FOOD
R-37740,G&G|Salad|Med Chickpea Chicken,PRODUCTION FOOD
R-52669,G&G|Salad|Med Chickpea Salmon,PRODUCTION FOOD
R-37736,G&G|Salad|Mediterran Chickpea,PRODUCTION FOOD
R-37737,G&G|Salad|Nicoise Tofu,PRODUCTION FOOD
R-56347,G&G|Salad|Pasta,GV - GRAB & GO
R-56294,G&G|Salad|Wakame,GV - GRAB & GO
R-56392,G&G|Salmon|Tv Dinner,GV - GRAB & GO
R-37728,G&G|Sand|Bacon Cheddar Tomato,PRODUCTION FOOD
R-37732,G&G|Sand|Cheese & Ham,PRODUCTION FOOD
R-37730,G&G|Sand|Cranchier Chicken,PRODUCTION FOOD
R-37738,G&G|Sand|Egg Salad Russian,PRODUCTION FOOD
R-65798,G&G|Sand|Egg Salad Russian.,PRODUCTION FOOD
R-37731,G&G|Sand|Falafel Casata,PRODUCTION FOOD
R-37729,G&G|Sand|Salmon Salad.,PRODUCTION FOOD
R-64335,G&G|Sausage Roll|HC,GV - GRAB & GO
R-67302,G&G|Smoke Tofu Risotto|Ed,GRAB AND GO
R-56305,G&G|Snack|Clover|Hummus,GV - GRAB & GO
R-56038,G&G|Snack|Goldfish|Cheddar,GV - GRAB & GO
R-56039,G&G|Snack|Goldfish|Original,GV - GRAB & GO
R-56318,G&G|Snack|Jerky|Hot Sweet,GV - GRAB & GO
R-56331,G&G|Snack|Jerky|Peppered,GV - GRAB & GO
R-54648,G&G|Snack|Naked|Hearty Tamari,GV - GRAB & GO
R-56007,G&G|Snack|Naked|Maple Almond,GV - GRAB & GO
R-54649,G&G|Snack|Naked|Wasabi-Me,GV - GRAB & GO
R-54650,G&G|Snack|Naked|Wholesome Yogi,GV - GRAB & GO
R-56031,G&G|Snack|Nora|Tempura,GV - GRAB & GO
R-13828,G&G|Spread|ButterMargarine|Ptn,GV - GRAB & GO
R-13165,G&G|Spread|Cream Cheese|Ptn,GV - GRAB & GO
R-13177,G&G|Spread|Jam & Peanut Butter,GV - GRAB & GO
R-22218,G&G|Spread|Nutella|Ptn,GV - GRAB & GO
R-19903,G&G|Stick|Marshmallow Chocolat,GV - GRAB & GO
R-47967,G&G|Sushi|Avocado Roll (12),GV - GRAB & GO
R-41843,G&G|Sushi|Avocado Roll (6),GV - GRAB & GO
R-37373,G&G|Sushi|California Roll,GV - GRAB & GO
R-63853,G&G|Sushi|California Roll Comb,GV - GRAB & GO
R-63854,G&G|Sushi|California Roll.,GV - GRAB & GO
R-41842,G&G|Sushi|Cucmber Roll ,GV - GRAB & GO
R-30004,G&G|Sushi|Cucumber Roll,GV - GRAB & GO
R-29820,G&G|Sushi|Fuji Roll Combo,GV - GRAB & GO
R-63851,G&G|Sushi|Fuji Roll Combo.,GV - GRAB & GO
R-63850,G&G|Sushi|Japanese Pork Dumpl.,GV - GRAB & GO
R-48639,G&G|Sushi|Japanese Pork Dumpli,GV - GRAB & GO
R-30006,G&G|Sushi|Philadelphia  Roll,GV - GRAB & GO
R-63848,G&G|Sushi|Philadelphia Roll,GV - GRAB & GO
R-30173,G&G|Sushi|Red Dragon Roll,GV - GRAB & GO
R-41844,G&G|Sushi|Salmon Roll (6),GV - GRAB & GO
R-32332,G&G|Sushi|Smoked Tofu Roll,GV - GRAB & GO
R-37374,G&G|Sushi|Spicy California,GV - GRAB & GO
R-63849,G&G|Sushi|Spicy California.,GV - GRAB & GO
R-41847,G&G|Sushi|Spicy Salmon Roll,GV - GRAB & GO
R-41846,G&G|Sushi|Spicy Tuna Roll,GV - GRAB & GO
R-41845,G&G|Sushi|Tuna Roll ,GV - GRAB & GO
R-22968,G&G|Sushi|Vegetable Salad Roll,FT GRAB & GO
R-13891,G&G|Toast Slice,GV - GRAB & GO
R-55971,G&G|Tortilla Chips & Salsa,GV - GRAB & GO
R-53371,G&G|Uncle Ed Apple Pie|Piece,SPECIALS
R-53607,G&G|Uncle Ed Peach Pie Piece,SPECIALS
R-53805,G&G|Uncle Ed's BC Pie|piece,GV - GRAB & GO
R-53990,G&G|Uncle Ed's Cornbread,GV - GRAB & GO
R-53380,G&G|Uncle Ed's Crumble,SPECIALS
R-54635,G&G|Veggie-Go|Beet  Apple Cinn,GV - GRAB & GO
R-54633,G&G|Veggie-Go|Berry Spinach,GV - GRAB & GO
R-54634,G&G|Veggie-Go|Sweet Potato,GV - GRAB & GO
R-55269,G&G|Waffle|Gluten Free,GV - GRAB & GO
R-30678,G&G|Wrap|Beef,GV - GRAB & GO
R-39835,G&G|Wrap|Bkfstt|Ham & Cheese,PRODUCTION FOOD
R-64343,G&G|Wrap|Bkfstt|Ham & Cheese.,PRODUCTION FOOD
R-39834,G&G|Wrap|Bkfstt|Mediterranean,PRODUCTION FOOD
R-13166,G&G|Wrap|Butter Chicken,GV - GRAB & GO
R-13178,G&G|Wrap|Chickpea & Spinach,GV - GRAB & GO
R-42573,G&G|Yogurt|Blueberry|Stirred,GV - GRAB & GO
R-42548,G&G|Yogurt|Fieldberry|Stirred,GV - GRAB & GO
R-38037,G&G|Yogurt|French Vanilla|FF,GV - GRAB & GO
R-38047,G&G|Yogurt|Greek|Asst,GV - GRAB & GO
R-38547,G&G|Yogurt|Greek|Blueberry,GV - GRAB & GO
R-38546,G&G|Yogurt|Greek|Strawberry,GV - GRAB & GO
R-47012,G&G|Yogurt|Greek|Vanilla,GV - GRAB & GO
R-38104,G&G|Yogurt|Peach|FF,GV - GRAB & GO
R-42549,G&G|Yogurt|Peach|Stirred,GV - GRAB & GO
R-38038,G&G|Yogurt|Raspberry|FF,GV - GRAB & GO
R-38965,G&G|Yogurt|Raspberry|Stirred,GV - GRAB & GO
R-38025,G&G|Yogurt|Strawberry|FF,GV - GRAB & GO
R-45991,G&G|Yogurt|Strawberry|Stirred,GV - GRAB & GO
R-42551,G&G|Yogurt|Strawberry|Stirred,GV - GRAB & GO
R-68202,GLB|Sesame Tofu & Broccoli,OK - GLOBAL KITCHEN 
R-54377,GR|Sandwich|Classic BLT|AAD,SANDWICHES
R-63584,GREEN2GO - CREDIT,FOOD - MISC
R-63583,GREEN2GO - DEPOSIT,FOOD - MISC
R-63592,GREEN2GO - REFUND,FOOD - MISC
R-51990,GRL|Add|Bacon x2 slices,ADD ONS
R-45467,GRL|ADD|Benny|Ham,ADD ONS
R-44764,GRL|Add|Cheese|Ratio,ADD ONS
R-46329,GRL|ADD|Chicken Thigh (2),GV GRILL DAY
R-53406,GRL|Add|Ham|28g,ADD ONS
R-51989,GRL|Add|Mushroom,ADD ONS
R-52651,GRL|Add|PickledVeg,ADD ONS
R-45468,GRL|Add|Spinach cooked,GV GRILL DAY
R-54731,GRL|Adobo Chicken plate|SP,SPECIALS
R-55623,GRL|Adobo pork plate|SP,SPECIALS
R-55426,GRL|Afritada plate|SP,SPECIALS
R-56799,GRL|Alarm clock sandwich|G&G,SPECIALS
R-70604,GRL|Bacon Cheddar Dog|AAD,SPECIALS
R-70294,GRL|Bacon&Egg Bun|AAD,GV - GRILL BREAKFAST
R-55626,GRL|BBQ Chicken|PLATE|SP,SPECIALS
R-64993,GRL|BBQ Pork Sandwich,GV GRILL FEATURE
R-55514,GRL|Beef Mac n Cheese|SP,GV GRILL DAY
R-70053,GRL|Beef Pares|AAD,GV - FLEX BC
R-51583,GRL|BeefCaldereta+1,SPECIALS
R-51315,GRL|BeefCaldereta+2,SPECIALS
R-51263,GRL|BeefCaldereta|PORTION,SPECIALS
R-56070,GRL|Belly Kimchi Sand|SP,SPECIALS
R-50312,GRL|Benny |Avocado spinach|AAD,GV - GRILL BREAKFAST
R-62409,GRL|Benny classic|X1,SPECIALS
R-55646,GRL|Benny PulledPork|AAD,GV - GRILL BREAKFAST
R-50520,GRL|Benny Week3|SP,GV GRILL FEATURE
R-53816,GRL|Benny week4|SP,GV GRILL FEATURE
R-62002,GRL|Benny|Asparagus|AAD,GV GRILL BRUNCH
R-54003,GRL|Benny|Chorizo X2,GV - GRILL BREAKFAST
R-44890,GRL|Benny|Classic X2,GV - GRILL BREAKFAST
R-68109,GRL|Benny|Crispy chicken|AAD,GV - GRILL BREAKFAST
R-50515,GRL|Benny|florentine|FT,GV GRILL FEATURE
R-62012,GRL|Benny|Ham & mustard|AAD,GV GRILL FEATURE
R-45469,GRL|Benny|Lemon Truffle,GV - GRILL BREAKFAST
R-61998,GRL|Benny|Salmon|FLX,GV FLEX GLOBAL BOWL
R-50519,GRL|Benny|Salmon|FT,GV GRILL BRUNCH
R-69443,GRL|Bfast Sandwich|VEGAN,SPECIALS
R-65246,GRL|Bfast sausage muffin TMRW,GV - GRILL BREAKFAST
R-56157,GRL|Big Burger|kimchiBacon|AAD,GV GRILL FEATURE
R-44655,GRL|Big Burger|Lumberjack|AAD,GV GRILL DAY
R-57039,GRL|Big Burger|The beast|,GV GRILL FEATURE
R-61824,GRL|BOWL|Asparagus poached egg,GV - GRILL BREAKFAST
R-36644,GRL|Bowl|Campus Meat,GV - GRILL BREAKFAST
R-38111,GRL|Bowl|Campus Veg,GV - GRILL BREAKFAST
R-44024,GRL|Bowl|Gather & Run|AAD,GV - GRILL BREAKFAST
R-48488,GRL|BOWL|Huevos Rancheros|AAD,GV - GRILL BREAKFAST
R-44650,GRL|Bowl|Professors|Breakfast,GV - GRILL BREAKFAST
R-68107,GRL|Bowl|Thunderbird Breakfast,GV GRILL BRUNCH
R-62028,GRL|bowl|Vegan hash|,GV GRILL BRUNCH
R-44316,GRL|BOWL|White Bean|AAD,GV - GRILL BREAKFAST
R-36642,GRL|Breakfast|Signature|Ratio,GV - GRILL BREAKFAST
R-53407,GRL|Breakfast|Waffle Fresh ,GV - GRILL BREAKFAST
R-61844,GRL|BreakfastBurritoBowl|AAD,GV - GRILL BREAKFAST
R-68382,GRL|Brocco fritters|AAD,GV GRILL DAY
R-55424,GRL|Burger|Adobo chicken|SP,SPECIALS
R-68378,GRL|Burger|Alumni|AAD,GV GRILL DAY
R-36098,GRL|Burger|Alumni|bacon cheese,GV GRILL DAY
R-65248,GRL|Burger|BBQ TMRW |AAD,GV GRILL DAY
R-48117,GRL|Burger|Beyond Better|Sp,SPECIALS
R-53050,GRL|Burger|Beyond Crunch,GV GRILL FEATURE
R-69702,GRL|Burger|Cod|AAD,GV GRILL DAY
R-69135,GRL|Burger|Greek TMRW|AAD,GV GRILL DAY
R-53579,GRL|Burger|Jackfruit|AAD,GV GRILL FEATURE
R-51200,GRL|Burger|mushroom mountain,GV GRILL FEATURE
R-50118,GRL|Burger|Pork|blue cheese,SPECIALS
R-61830,GRL|Burger|Portobello|AAD,GV GRILL DAY
R-54038,GRL|Burger|Quinoa Yam|SP,SPECIALS
R-44931,GRL|Burger|Salmon|AAD,GV GRILL DAY
R-70492,GRL|Burger|Swiss Mushroom|AAD,GV GRILL DAY
R-54867,GRL|Calzone|blend|SP,SPECIALS
R-61982,GRL|Cauliflower Bites|AAD 160g,GV GRILL DAY
R-53471,GRL|Cheese Burger Roll,SPECIALS
R-44779,GRL|Chick Wings|W/O Gluten|AAD,GV GRILL DAY
R-70742,GRL|Chicken BahnMi|AAD,GV GRILL FEATURE
R-56137,GRL|Chicken Burger|Buffalo,SPECIALS
R-55469,GRL|Chicken Burger|Cajun|AAD,GV GRILL FEATURE
R-28251,GRL|Chicken Burger|Guaco bacon,GV GRILL DAY
R-56454,GRL|Chicken Burger|Maui|AAD,GV GRILL DAY
R-45150,GRL|Chicken Burger|Shoyu|AAD,GV GRILL DAY
R-43964,GRL|ChickenBur|Thai Chili|AAD,GV GRILL DAY
R-52133,GRL|Chili Dog|AAD,SPECIALS
R-71077,GRL|Corn Beef Onion Bun|AAD,GV GRILL DAY
R-51146,GRL|Crepe|Ham and Swiss|AAD,GV GRILL DAY
R-67745,GRL|Crepe|Mushroom Swiss|AAD,GV - GRILL BREAKFAST
R-50569,GRL|Crepe|Nutella Banana,OK - GRILL KITCHEN BREAKFAST
R-50570,GRL|Crepe|Peach|AAD,OK - GRILL BRUNCH
R-70292,GRL|DB Cheese Bagel Melt|AAD,GV GRILL DAY
R-38256,GRL|Egg Any Style,GV - GRILL BREAKFAST
R-36654,GRL|Egg|Scrambled|AAD,GV - GRILL BREAKFAST
R-45461,GRL|Eggs|Poached perfectly ,GV - GRILL BREAKFAST
R-53788,GRL|English Muffin Sand|AAD,GV - GRILL BREAKFAST
R-49843,GRL|Fish and Chips|AAD,SPECIALS
R-53150,GRL|French Toast (2) Special,SPECIALS
R-69126,GRL|French Toast Black|AAD,GV GRILL BRUNCH
R-68973,GRL|French Toast Raz |AAD,GV GRILL BRUNCH
R-49404,GRL|French Toast straw |AAD,GV GRILL BRUNCH
R-70675,GRL|French Toast|BlueBerry|AAD,GV GRILL BRUNCH
R-70676,GRL|French Toast|mangopin|AAD,GV GRILL BRUNCH
R-51383,GRL|Gather breakfast|RATIO,GV - GRILL BREAKFAST
R-55155,GRL|Get to class sandwich|FT,GV - GRILL BREAKFAST
R-50669,GRL|Grilled Cheese|Bacon Avo,GV GRILL FEATURE
R-50668,GRL|Grilled Cheese|Jalapeno,GV GRILL FEATURE
R-68406,GRL|Grilled Cheese|kimchi|AAD,GV GRILL FEATURE
R-36139,GRL|GrilledCheese|Classic|AAD,GV GRILL DAY
R-70493,GRL|GrilledCheese|Ham|AAD,GV GRILL FEATURE
R-62514,GRL|GrilledCheese|sundry&goat,GV GRILL DAY
R-50798,GRL|Grl Cheese|Swiss apple|FT,GV GRILL FEATURE
R-70295,GRL|Ham&Cheese Scramble|AAD,GV - GRILL BREAKFAST
R-44915,GRL|Hash|Lemon Truffle Delux,GV - GRILL BREAKFAST
R-70016,GRL|Justegg|omellet,SPECIALS
R-55005,GRL|Kalderta beef plate|SP,SPECIALS
R-70820,GRL|LemongrassChicken|AAD,GV GRILL DAY
R-62402,GRL|Lettuce Bun|Substituion ,GV GRILL DAY
R-55560,GRL|Mac&Cheese|SP,SPECIALS
R-47390,GRL|Meatball Sub|AAD,GV GRILL FEATURE
R-70697,GRL|Mexi Scramble|AAD,GV - GRILL BREAKFAST
R-53149,GRL|Pancakes (2) Special,SPECIALS
R-68108,GRL|Pancakes|apple cin|AAD(1),GV - GRILL BREAKFAST
R-37704,GRL|Pancakes|Bacon (3),GV - GRILL BREAKFAST
R-55513,GRL|Pancakes|Banana|AAD (1),SPECIALS
R-68119,GRL|Pancakes|Blackberry (2ea),GV - GRILL BREAKFAST
R-36646,GRL|Pancakes|Blueberry|AAD,GV - GRILL BREAKFAST
R-70013,GRL|Pancakes|chocochip|AAD,GV - GRILL BREAKFAST
R-70674,GRL|Pancakes|mangoPine|AAD,GV - GRILL BREAKFAST
R-68120,GRL|Pancakes|Strawb+Rhub|AAD,GV - GRILL BREAKFAST
R-68099,GRL|Pancakes|Strawberry|AAD ,GV - GRILL BREAKFAST
R-70018,GRL|Pancakes|walnutcoulisAAD,GV - GRILL BREAKFAST
R-44762,GRL|Pasta|Mac n Cheese,GV GRILL DAY
R-53419,GRL|Plant base dog 1|AAD,SPECIALS
R-55968,GRL|Pork Parmigiano|Sp,SPECIALS
R-44778,GRL|Poutine| Pulled Pork,GV GRILL DAY
R-54951,GRL|Poutine|Chicken Skin|SP,GV GRILL DAY
R-44775,GRL|Poutine|Classic|AAD,GV GRILL DAY
R-57094,GRL|Poutine|Jalepeno|AAD,GV GRILL DAY
R-44777,GRL|Poutine|Mushroom,GV GRILL DAY
R-60982,GRL|Prawn po-boy|FT,GV GRILL FEATURE
R-68405,GRL|Pulled Pork Sandwich|AAD,GV - GRILL BREAKFAST
R-57073,GRL|Quiche pork belly|G&G,FOOD
R-55710,GRL|Quiche|G&G,SPECIALS
R-58246,GRL|Salad|Bandit|Side,GV GRILL DAY
R-34864,GRL|Salad|Chef,OK - GRILL KITCHEN DAY
R-61740,GRL|Salad|Chop Chop,OK - GRILL KITCHEN DAY
R-65756,GRL|Salad|Gather Greenery|SIDE,GV - SIDES
R-65762,GRL|Salad|Gather Side|DON'T US,GV GRILL DAY
R-50894,GRL|Salad|Gather|AAD,GV - SIDES
R-35749,GRL|Salad|Honey Sesame Chicken,OK - GRILL KITCHEN DAY
R-56461,GRL|Salad|Nicoise,OK - GRILL BRUNCH
R-36639,GRL|Salad|Signature,GV GRILL DAY
R-37685,GRL|Salad|Signature Greens,GV GRILL DAY
R-57819,GRL|Salad|Spicy Caesar|AAD,GV GRILL DAY
R-38110,GRL|Samosa|Breakfast ,GV - GRILL BREAKFAST
R-7084,GRL|Sand|alarm clock croissant,GV - GRILL BREAKFAST
R-45077,GRL|Sand|B.E.L.T.|FT,GV - GRILL BREAKFAST
R-56456,GRL|Sand|Monte Cristo|AAD,GV - GRILL BREAKFAST
R-50491,GRL|Sand|Reuben|AAD,GV GRILL FEATURE
