IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
I-3856,1.000,Kg,1.00000000,0.0013,P-50864
P-18907,10.000,g,1.00000000,0.0133,P-50864
P-44798,10.000,g,0.00220462,0.0133,P-50864
P-7444,30.000,ml,0.00100000,0.0400,P-50864
P-45047,0.100,Kg,1.00000000,0.0167,P-50865
P-46328,4.000,Kg,1000.00000000,0.6667,P-50865
P-47074,2.000,L,1.00000000,0.3333,P-50865
P-9748,0.454,Kg,2.20462000,0.0757,P-50865
P-9767,0.454,Kg,1.00000000,0.0757,P-50865
I-27410,0.300,Kg,1.00000000,0.1875,P-50866
I-3856,2.000,Kg,1.00000000,1.2500,P-50866
P-18907,40.000,g,1.00000000,25.0000,P-50866
P-44728,0.100,Kg,1000.00000000,0.0625,P-50866
P-7444,0.045,Kg,1.00000000,0.0281,P-50866
I-10279,1.000,Kg,2.20462000,1.0000,P-50868
I-3387,100.000,ml,0.00100000,100.0000,P-50868
P-50774,50.000,g,1.00000000,50.0000,P-50868
I-10279,1.000,Kg,2.20462000,1.0000,P-50869
I-3387,100.000,ml,0.00100000,100.0000,P-50869
I-3641,50.000,g,1.00000000,50.0000,P-50869
P-44728,50.000,g,1.00000000,50.0000,P-50869
I-3387,100.000,ml,0.00100000,100.0000,P-50870
I-3631,10.000,g,1.00000000,10.0000,P-50870
P-44728,50.000,g,1.00000000,50.0000,P-50870
P-57007,1.000,Kg,1.00000000,1.0000,P-50870
I-10279,1.000,Kg,2.20462000,1.0000,P-50871
I-3387,100.000,ml,0.00100000,100.0000,P-50871
I-3631,25.000,g,1.00000000,25.0000,P-50871
P-44728,50.000,g,1.00000000,50.0000,P-50871
I-3387,5.000,ml,0.00100000,45.4545,P-50872
P-18907,2.000,g,1.00000000,18.1818,P-50872
P-20239,0.100,Kg,1.00000000,0.9091,P-50872
P-50288,0.035,Kg,1.00000000,0.3182,P-50872
P-9746,8.000,g,0.00220462,72.7273,P-50872
I-11185,5.000,Kg,35.27399000,0.5000,P-50873
I-19540,20.000,g,1.00000000,2.0000,P-50873
I-3631,100.000,g,1.00000000,10.0000,P-50873
I-5983,10.000,L,1.00000000,1.0000,P-50873
P-26019,100.000,g,1.00000000,10.0000,P-50873
I-11185,5.000,Kg,35.27399000,0.5000,P-50874
I-5983,10.000,L,1.00000000,1.0000,P-50874
P-26019,100.000,g,1.00000000,10.0000,P-50874
P-36571,750.000,ml,0.00100000,75.0000,P-50874
P-47836,12.000,Kg,1.00000000,1.3333,P-50876
P-9519,1.000,L,1.00000000,0.1111,P-50876
I-3386,100.000,ml,0.00100000,50.0000,P-50879
P-26019,10.000,g,1.00000000,5.0000,P-50879
P-57011,2.500,Kg,1.00000000,1.2500,P-50879
I-3387,200.000,ml,0.00100000,0.3333,P-50880
I-4732,1.000,Kg,2.20462000,0.0017,P-50880
P-26019,10.000,g,1.00000000,0.0167,P-50880
I-3660,0.025,Kg,1.00000000,0.2500,P-50881
I-3696,0.060,L,1000.00000000,0.6000,P-50881
I-6026,2.500,g,1.00000000,25.0000,P-50881
I-7705,0.030,L,1.00000000,0.3000,P-50881
I-11806,4.000,Kg,2.20462000,1.1111,P-50882
I-3387,100.000,ml,0.00100000,27.7778,P-50882
I-3621,5.000,g,1.00000000,1.3889,P-50882
P-18907,100.000,g,1.00000000,27.7778,P-50882
P-44728,50.000,g,1.00000000,13.8889,P-50882
P-50881,50.000,ml,0.00100000,50.0000,P-50883
P-70678,1.000,Kg,1.00000000,1.0000,P-50883
I-3321,100.000,g,0.00100000,21.0526,P-50884
P-18907,45.000,g,1.00000000,9.4737,P-50884
P-9851,5.000,Kg,1.00000000,1.0526,P-50884
I-1820,200.000,ml,0.00100000,42.1053,P-50886
P-18907,20.000,g,1.00000000,4.2105,P-50886
P-47541,20.000,ml,0.00100000,4.2105,P-50886
P-9851,5.000,Kg,1.00000000,1.0526,P-50886
P-20368,2.000,Kg,1.00000000,2.0000,P-50888
P-26019,100.000,g,1.00000000,100.0000,P-50888
P-26020,50.000,g,0.00100000,50.0000,P-50888
P-9746,200.000,g,0.00220462,200.0000,P-50888
I-3223,200.000,ml,0.00100000,200.0000,P-50891
P-20368,2.000,Kg,1.00000000,2.0000,P-50891
P-26019,100.000,g,1.00000000,100.0000,P-50891
P-7444,100.000,ml,0.00100000,100.0000,P-50891
P-9746,200.000,g,0.00220462,200.0000,P-50891
P-13881,2.000,Kg,1.00000000,1.1111,P-50892
P-26019,10.000,g,1.00000000,5.5556,P-50892
P-7444,50.000,ml,0.00100000,27.7778,P-50892
P-9746,200.000,g,0.00220462,111.1111,P-50892
I-11051,10.000,Kg,2.20462000,1.1111,P-50897
I-3387,100.000,ml,0.00100000,11.1111,P-50897
P-26019,5.000,g,1.00000000,0.5556,P-50897
P-48489,100.000,g,0.00100000,11.1111,P-50897
P-7336,125.000,g,1.00000000,13.8889,P-50897
I-51440,140.000,g,1.00000000,56.0000,P-50899
I-52587,3.000,Kg,1.00000000,1.2000,P-50899
I-5983,10.000,L,1.00000000,4.0000,P-50899
I-3388,30.000,ml,0.00100000,0.1714,P-50907
I-3621,2.000,g,1.00000000,0.0114,P-50907
I-3670,5.000,ml,0.00100000,0.0286,P-50907
I-3696,15.000,ml,1.00000000,0.0857,P-50907
I-5983,75.000,ml,0.00100000,0.4286,P-50907
I-6443,30.000,ml,0.03381406,0.1714,P-50907
P-34880,15.000,g,0.00100000,0.0857,P-50907
P-7444,15.000,g,0.00100000,0.0857,P-50907
I-40936,200.000,g,1.00000000,76.9231,P-50921
I-51440,180.000,g,1.00000000,69.2308,P-50921
P-36505,3.600,Kg,1.00000000,1.3846,P-50921
I-1813,40.000,ml,0.03381406,0.0800,P-50930
I-3388,125.000,ml,0.00100000,0.2500,P-50930
P-44510,250.000,g,1.00000000,0.5000,P-50930
P-44728,150.000,g,1.00000000,0.3000,P-50930
P-45053,50.000,g,1.00000000,0.1000,P-50930
I-11207,150.000,g,1.00000000,13.6364,P-50936
I-1813,400.000,ml,0.03381406,36.3636,P-50936
I-3387,300.000,ml,0.00100000,27.2727,P-50936
I-3622,300.000,g,0.00100000,27.2727,P-50936
I-3629,150.000,g,0.03527399,13.6364,P-50936
I-3630,100.000,g,0.03527399,9.0909,P-50936
I-3654,50.000,g,1.00000000,4.5455,P-50936
I-4010,12.000,Kg,1.00000000,1.0909,P-50936
I-6850,3.750,Kg,1000.00000000,0.3409,P-50936
P-34880,100.000,g,0.00100000,9.0909,P-50936
P-7444,250.000,ml,0.00100000,22.7273,P-50936
P-45047,200.000,g,0.00100000,100.0000,P-50938
P-47074,2.000,L,1.00000000,1.0000,P-50938
I-4725,1.000,Kg,2.20462000,0.2222,P-50939
I-9759,212.000,ml,0.00100000,47.1111,P-50939
P-50771,4.000,1L,1.00000000,0.8889,P-50939
P-50610,2.000,Kg,1.00000000,0.6667,P-50940
P-50892,1.000,Kg,1.00000000,0.3333,P-50940
I-4952,10.000,Kg,2.20462000,1.1111,P-50941
P-26019,200.000,g,1.00000000,22.2222,P-50941
I-3670,700.000,ml,0.00100000,140.0000,P-50942
P-50941,5.000,Kg,1.00000000,1.0000,P-50942
P-47354,350.000,ml,0.00100000,29.1667,P-50945
P-49571,12.000,Kg,1.00000000,1.0000,P-50945
P-50946,750.000,g,1.00000000,62.5000,P-50945
I-4538,235.000,g,0.00220462,6.7143,P-50946
P-10243,100.000,g,0.00100000,50.0000,P-50947
P-51225,2.000,ea,1.00000000,1.0000,P-50947
P-9756,300.000,g,0.00100000,150.0000,P-50947
I-4008,120.000,g,0.00100000,1.0000,P-50948
P-50609,100.000,ml,0.00100000,0.8333,P-50948
P-44648,50.000,ml,0.00100000,25.0000,P-50949
P-50948,120.000,g,1.00000000,60.0000,P-50949
P-51225,2.000,ea,1.00000000,1.0000,P-50949
P-50618,80.000,g,1.00000000,40.0000,P-50950
P-50952,15.000,ml,1.00000000,7.5000,P-50950
P-51225,2.000,ea,1.00000000,1.0000,P-50950
I-3388,60.000,ml,0.00100000,0.1200,P-50952
I-3660,8.000,Tbsp,0.01260000,0.0160,P-50952
I-47774,180.000,ml,0.00100000,0.3600,P-50952
I-5983,250.000,ml,0.00100000,0.5000,P-50952
I-3545,500.000,ml,0.00100000,0.5882,P-50953
I-3696,250.000,ml,1.00000000,0.2941,P-50953
I-37880,50.000,g,0.00100000,0.0588,P-50953
I-6443,60.000,ml,0.03381406,0.0706,P-50953
P-44749,150.000,g,0.00100000,75.0000,P-50954
P-51225,2.000,ea,1.00000000,1.0000,P-50954
P-40584,15.000,g,0.00100000,0.1000,P-50964
P-50965,30.000,ml,0.00100000,0.2000,P-50964
P-50966,10.000,g,0.00100000,0.0667,P-50964
P-50967,20.000,g,0.00100000,0.1333,P-50964
P-53003,75.000,g,0.00100000,0.5000,P-50964
I-12176,2.000,g,0.00100000,2.0000,P-50965
I-21727,100.000,ml,1.00000000,100.0000,P-50965
I-3321,60.000,g,0.00100000,60.0000,P-50965
I-3387,50.000,ml,0.00100000,50.0000,P-50965
I-3388,750.000,ml,0.00100000,750.0000,P-50965
I-42143,75.000,g,0.00100000,75.0000,P-50965
I-17159,1.000,Kg,2.20462000,1.0000,P-50966
P-19208,1.000,Kg,1.00000000,1.0000,P-50967
I-1197,6.000,CT,1.00000000,1.0000,P-51086
I-3318,25.000,g,1.00000000,0.2174,P-51094
I-4008,180.000,g,0.00100000,1.2857,P-51130
P-18907,10.000,g,1.00000000,0.0714,P-51130
I-3851,7.600,Kg,1.00000000,0.9500,P-51131
P-50535,10.000,L,1.00000000,1.2500,P-51131
I-2159,2.000,CT,1.00000000,1.0000,P-51134
I-3388,75.000,ml,0.00100000,100.0000,P-51145
I-49251,1.000,Kg,2.20462000,1.3333,P-51145
P-44776,100.000,g,1.00000000,133.3333,P-51145
I-9832,5.000,Kg,2.20462000,1.1111,P-51222
P-35895,60.000,g,0.00100000,60.0000,P-51224
P-50530,60.000,g,1.00000000,60.0000,P-51224
P-50964,60.000,g,1.00000000,60.0000,P-51224
I-5983,1.000,L,1.00000000,0.5000,P-51225
I-7619,2.000,ea,1.00000000,1.0000,P-51225
P-12112,15.000,ml,0.00100000,15.0000,P-51230
P-36640,15.000,ml,0.00100000,15.0000,P-51230
P-46613,15.000,ml,0.00100000,15.0000,P-51230
P-48494,15.000,ml,0.00100000,15.0000,P-51230
P-35712,7.500,Kg,1000.00000000,0.0273,P-51231
P-62251,4.500,Kg,1000.00000000,0.0164,P-51231
I-13903,5.000,Kg,2.20462000,1.2500,P-51242
I-2141,1.100,Kg,1.00000000,1.1000,P-51243
I-4347,1.000,Kg,2.63158000,0.0012,P-51244
I-10279,25.000,Kg,2.20462000,1.0417,P-51246
I-3110,10.000,Kg,1000.00000000,1.0000,P-51250
I-17616,1.000,slice,1.00000000,1.0000,P-51255
I-47759,1.000,ea,1.00000000,1.0000,P-51255
P-26019,5.000,g,1.00000000,5.0000,P-51255
P-35271,45.000,g,0.00100000,45.0000,P-51255
P-44587,1.000,ea,1.00000000,1.0000,P-51255
P-44913,10.000,g,0.00100000,10.0000,P-51255
P-50853,10.000,g,1.00000000,10.0000,P-51255
P-51086,1.000,CT,1.00000000,1.0000,P-51255
P-51231,1.000,each,1.00000000,1.0000,P-51255
I-10864,2.250,L,1.00000000,0.7500,P-51269
I-3392,100.000,ml,0.00100000,33.3333,P-51269
I-3660,240.000,g,0.00100000,80.0000,P-51269
I-47774,120.000,ml,0.00100000,40.0000,P-51269
I-6026,100.000,g,1.00000000,33.3333,P-51269
I-7631,90.000,g,0.00220462,30.0000,P-51269
P-26020,200.000,g,0.00100000,66.6667,P-51269
I-3387,50.000,ml,0.00100000,1.1364,P-51382
I-4933,5.000,Kg,2.20462000,0.1136,P-51382
P-18907,10.000,g,1.00000000,0.2273,P-51382
I-40609,10.000,CT,1.00000000,0.2500,P-51442
P-34084,20.000,g,0.00100000,10.0000,P-51508
I-4473,1.000,HEAD,1.00000000,0.2500,P-51510
I-4495,60.000,lb,1.00000000,2.7523,P-51523
I-4737,1.000,Kg,2.20462000,0.0011,P-51524
I-7912,1.000,Kg,1.00000000,0.5000,P-51525
P-50600,3.000,L,1.00000000,1.5000,P-51525
I-4787,1.000,Kg,2.20462000,0.0014,P-51535
I-3314,454.000,g,1.00000000,1.3969,P-51536
I-4848,1.000,Kg,2.20462000,1.5385,P-51537
I-4917,1.000,Kg,2.20462000,2.0000,P-51538
I-3148,1.000,Kg,1.00000000,0.3333,P-51540
P-50601,3.000,L,1.00000000,1.0000,P-51540
I-12325,2.000,Kg,2.20462000,1.2500,P-51580
I-4589,11.450,Kg,2.20462000,1.0905,P-51582
I-2911,150.000,g,0.00100000,6.0000,P-51922
I-35791,10.000,Kg,1000.00000000,0.4000,P-51922
I-3624,100.000,g,0.00100000,4.0000,P-51922
I-6006,4.000,L,1.00000000,0.1600,P-51922
P-32663,8.000,Kg,1.00000000,0.3200,P-51922
P-38637,4.000,Kg,1.00000000,0.1600,P-51922
P-50802,4.000,Kg,1.00000000,0.1600,P-51922
P-7444,2.000,Kg,1.00000000,0.0800,P-51922
I-51962,60.000,g,1.00000000,1.0000,P-51965
P-44675,10.000,Kg,1.00000000,1.0101,P-51988
P-45062,2.500,Kg,1.00000000,0.2525,P-51988
I-24229,1.000,LOAF,1.00000000,0.0625,P-51992
I-4918,1.000,Kg,2.20462000,0.0020,P-52035
I-4919,1.000,Kg,2.20462000,0.0020,P-52036
I-6026,5.000,g,1.00000000,5.5556,P-52042
I-6820,100.000,g,0.00100000,111.1111,P-52042
I-7388,1.000,Kg,1.00000000,1.1111,P-52042
I-1813,4.000,ml,0.03381406,0.0133,P-52117
I-3388,10.000,ml,0.00100000,0.0333,P-52117
I-3580,2.000,g,1.00000000,0.0067,P-52117
P-26019,1.000,g,1.00000000,0.0033,P-52117
P-46870,2.000,g,1.00000000,0.0067,P-52117
P-51130,300.000,g,1.00000000,1.0000,P-52117
I-4818,4.000,Kg,2.20462000,1.0000,P-52127
I-5983,500.000,L,1.00000000,125.0000,P-52127
P-26019,10.000,g,1.00000000,2.5000,P-52127
P-7444,200.000,ml,0.00100000,50.0000,P-52127
I-6017,19.000,L,1.00000000,2.0000,P-52221
P-52221,27.000,g,0.00100000,27.0000,P-52222
I-4712,1.000,CT,1.00000000,0.1250,P-52620
I-2159,1.000,CT,1.00000000,1.0000,P-52753
I-3388,15.000,ml,0.00100000,15.0000,P-52753
P-18907,0.500,g,1.00000000,0.5000,P-52753
I-3223,500.000,ml,0.00100000,1000.0000,P-52941
I-3386,15.000,ml,0.00100000,30.0000,P-52941
I-5983,750.000,ml,0.00100000,1500.0000,P-52941
I-6443,25.000,ml,0.03381406,50.0000,P-52941
P-38556,75.000,g,0.00100000,150.0000,P-52941
P-50495,20.000,ml,0.00100000,40.0000,P-52941
P-53002,75.000,g,1.00000000,150.0000,P-52941
P-52941,40.000,ml,0.00100000,1.0256,P-52942
P-52994,3.000,each,1.00000000,0.0769,P-52942
I-4341,90.000,g,0.01259785,1.8000,P-52943
I-11553,1.000,BUNCH,1.00000000,0.0100,P-52946
I-3386,15.000,ml,0.00100000,0.1500,P-52946
I-6443,10.000,ml,0.03381406,0.1000,P-52946
P-18907,5.000,g,1.00000000,0.0500,P-52946
P-45118,1.000,Kg,1.00000000,1.0000,P-52947
P-18907,5.000,g,1.00000000,2.5000,P-52948
P-26497,100.000,g,1.00000000,50.0000,P-52948
P-50953,75.000,ml,1.00000000,37.5000,P-52948
P-52946,600.000,g,1.00000000,300.0000,P-52948
P-52947,1.000,Kg,1.00000000,0.5000,P-52948
P-51442,20.000,g,1.00000000,1.1765,P-52949
I-17483,1.000,L,1.00000000,0.0667,P-52950
I-2188,100.000,g,1.00000000,6.6667,P-52950
I-6850,1000.000,g,1.00000000,66.6667,P-52950
I-4456,1.000,CT,1.00000000,0.1667,P-52951
I-17580,1.000,lb,1.00000000,0.0286,P-52994
I-5130,1.100,Kg,2.20462000,1.1000,P-52997
P-26497,500.000,g,1.00000000,1.0000,P-52998
I-27410,5.000,Kg,1.00000000,1.2500,P-52999
I-4708,1.000,Kg,2.20462000,0.0010,P-53000
I-4919,300.000,g,0.00220462,0.5000,P-53001
P-53000,300.000,g,1.00000000,0.5000,P-53001
I-13903,1.000,Kg,2.20462000,0.0013,P-53002
I-1813,10.000,ml,0.03381406,0.0128,P-53002
I-5983,75.000,ml,0.00100000,0.0962,P-53002
I-11808,2.500,Kg,2.20462000,0.2000,P-53003
I-13226,10.000,Kg,2.20462000,0.8000,P-53003
I-2567,500.000,g,0.00100000,27.7778,P-53007
I-2911,30.000,g,0.00100000,1.6667,P-53007
I-3677,2.840,L,1.00000000,0.1578,P-53007
I-4569,1.000,Kg,2.20462000,0.0556,P-53007
I-4743,1.000,Kg,2.20462000,0.0556,P-53007
I-4787,300.000,g,0.00220462,16.6667,P-53007
I-4833,400.000,g,0.00220462,22.2222,P-53007
I-4978,1.000,Kg,1.00000000,0.0556,P-53007
I-6832,50.000,g,1.00000000,2.7778,P-53007
P-18907,25.000,g,1.00000000,1.3889,P-53007
P-53277,10.000,L,1.00000000,0.5556,P-53007
P-7444,0.250,L,1.00000000,0.0139,P-53007
P-9757,1.000,Kg,2.20462000,0.0556,P-53007
I-47399,3.000,Kg,1.00000000,0.6000,P-53126
P-18907,4.000,g,1.00000000,0.8000,P-53126
P-50464,4.000,L,1.00000000,0.8000,P-53126
I-3388,150.000,ml,0.00100000,1.2500,P-53147
I-9687,6.000,Kg,1.00000000,0.0500,P-53147
P-43933,120.000,L,1.00000000,1.0000,P-53147
I-30101,5.000,Kg,1.00000000,0.8333,P-53238
I-3624,15.000,g,0.00100000,2.5000,P-53238
I-5983,750.000,ml,0.00100000,125.0000,P-53238
I-6028,500.000,g,0.00100000,83.3333,P-53238
I-9382,50.000,ml,0.00100000,8.3333,P-53238
P-18907,5.000,g,1.00000000,0.8333,P-53238
I-3387,1.000,tsp,0.00450000,0.0033,P-53243
I-3636,2.000,g,1.00000000,0.0067,P-53243
I-3637,1.000,g,1.00000000,0.0033,P-53243
I-3646,1.000,g,1.00000000,0.0033,P-53243
P-32661,175.000,ml,0.00100000,0.5833,P-53243
P-44901,2.000,g,0.00100000,0.0067,P-53243
P-48489,20.000,g,0.00100000,0.0667,P-53243
P-51250,60.000,g,0.00100000,0.2000,P-53243
P-52036,2.000,g,1.00000000,0.0067,P-53243
P-56645,100.000,ml,0.00100000,0.3333,P-53243
P-9717,50.000,g,0.00220462,0.1667,P-53243
P-9746,10.000,g,0.00220462,0.0333,P-53243
P-9839,40.000,g,0.00100000,0.1333,P-53243
I-10278,15.000,g,0.00220462,0.7500,P-53247
P-26048,5.000,ml,0.00100000,0.2500,P-53247
I-11181,15.000,g,1.00000000,0.4286,P-53252
I-13903,1.000,Kg,2.20462000,0.0286,P-53252
I-3141,15.000,ml,1.00000000,0.4286,P-53252
I-3389,200.000,ml,0.00100000,5.7143,P-53252
I-3619,10.000,g,1.00000000,0.2857,P-53252
I-3651,2.000,g,1.00000000,0.0571,P-53252
I-3679,5.000,L,1.00000000,0.1429,P-53252
I-4572,250.000,g,0.00220462,7.1429,P-53252
I-4603,250.000,g,0.00220462,7.1429,P-53252
I-4657,200.000,g,0.00220462,5.7143,P-53252
I-4703,750.000,g,0.00220462,21.4286,P-53252
I-4743,1.000,Kg,2.20462000,0.0286,P-53252
I-5983,40.000,L,1.00000000,1.1429,P-53252
P-49607,4.000,Kg,1.00000000,0.1143,P-53252
I-3141,300.000,ml,1.00000000,29.1262,P-53277
I-5983,10.000,L,1.00000000,0.9709,P-53277
P-57227,2.000,Kg,1.00000000,0.1942,P-53277
I-13254,1.000,lb,1.00000000,0.1250,P-53309
I-3447,200.000,ml,1.00000000,25.0000,P-53309
I-4549,2.500,lb,1.00000000,0.3125,P-53309
P-18907,25.000,g,1.00000000,3.1250,P-53309
P-26884,5.000,Kg,1.00000000,0.6250,P-53309
P-44790,2.840,L,1.00000000,0.3550,P-53309
I-43559,1.000,CT,1.00000000,1.0000,P-53310
P-53309,85.000,g,0.00100000,85.0000,P-53310
I-2911,150.000,g,0.00100000,15.0000,P-53311
I-3695,100.000,ml,0.00100000,10.0000,P-53311
I-5978,100.000,g,1.00000000,10.0000,P-53311
I-6832,150.000,g,1.00000000,15.0000,P-53311
P-18907,175.000,g,1.00000000,17.5000,P-53311
P-32661,6.000,L,1.00000000,0.6000,P-53311
P-7444,250.000,ml,0.00100000,25.0000,P-53311
P-7635,5.000,Kg,1.00000000,0.5000,P-53311
P-9746,2.500,lb,1.00000000,0.2500,P-53311
P-9768,2.000,lb,1.00000000,0.2000,P-53311
I-4896,5.000,lb,1.00000000,1.0000,P-53313
P-18907,80.000,g,1.00000000,16.0000,P-53313
P-7444,100.000,ml,0.00100000,20.0000,P-53313
P-9717,2.000,lb,1.00000000,0.4000,P-53313
P-9746,2.000,lb,1.00000000,0.4000,P-53313
P-9757,2.000,lb,1.00000000,0.4000,P-53313
I-2126,28.000,g,0.00100000,28.0000,P-53314
I-4735,0.200,lb,1.00000000,0.2000,P-53314
P-53313,85.000,g,0.00100000,85.0000,P-53314
I-3387,250.000,ml,0.00100000,12.5000,P-53315
I-3639,150.000,g,1.00000000,7.5000,P-53315
I-4819,20.000,lb,1.00000000,1.0000,P-53315
P-48489,150.000,g,0.00100000,7.5000,P-53315
I-1820,0.500,L,1.00000000,0.1667,P-53317
I-3617,15.000,g,1.00000000,5.0000,P-53317
I-3627,1.000,oz,1.00000000,0.3333,P-53317
I-3628,15.000,g,1.00000000,5.0000,P-53317
I-4979,1.000,Kg,1.00000000,0.3333,P-53317
I-5983,1.000,L,1.00000000,0.3333,P-53317
I-6028,0.250,Kg,1.00000000,0.0833,P-53317
P-18907,50.000,g,1.00000000,16.6667,P-53317
I-3387,150.000,ml,0.00100000,18.7500,P-53318
I-4952,2.000,Kg,2.20462000,0.2500,P-53318
I-7725,50.000,g,0.03527399,6.2500,P-53318
I-9834,2.000,CT,1.00000000,0.2500,P-53318
P-18907,80.000,g,1.00000000,10.0000,P-53318
P-9719,2.000,Kg,2.20462000,0.2500,P-53318
P-9839,2.000,Kg,1.00000000,0.2500,P-53318
P-44645,10.000,ml,0.00100000,0.0625,P-53319
P-46328,160.000,g,1.00000000,1.0000,P-53319
P-56427,20.000,g,1.00000000,0.1250,P-53319
I-19711,1.000,Kg,2.20462000,0.1818,P-53323
I-2140,0.500,Kg,1.00000000,0.0909,P-53323
I-3129,2.000,Kg,1.00000000,0.3636,P-53323
P-18907,80.000,g,1.00000000,14.5455,P-53323
P-32661,6.000,L,1.00000000,1.0909,P-53323
P-38556,0.500,Kg,1.00000000,0.0909,P-53323
P-7444,125.000,ml,0.00100000,22.7273,P-53323
I-1127,1.000,CT,1.00000000,0.1667,P-53334
P-43606,750.000,g,0.00100000,125.0000,P-53334
I-3696,1250.000,ml,1.00000000,147.0588,P-53336
I-4657,250.000,g,0.00220462,29.4118,P-53336
P-26514,250.000,g,1.00000000,29.4118,P-53336
P-50636,3.000,Kg,1000.00000000,0.3529,P-53336
P-53745,5.000,Kg,1.00000000,0.5882,P-53336
I-3388,75.000,ml,0.00100000,100.0000,P-53357
I-49251,1.000,Kg,2.20462000,1.3333,P-53357
P-44776,100.000,g,1.00000000,133.3333,P-53357
I-2979,20.000,g,1.00000000,6.6667,P-53363
I-3182,750.000,g,0.00100000,250.0000,P-53363
I-3291,1.000,Kg,1.00000000,0.3333,P-53363
I-6028,1.500,Kg,1.00000000,0.5000,P-53363
I-8060,454.000,g,1.00000000,151.3333,P-53363
I-3094,150.000,g,0.00100000,30.0000,P-53366
I-3448,500.000,ml,0.00100000,100.0000,P-53366
I-3617,150.000,g,1.00000000,30.0000,P-53366
I-3625,150.000,g,1.00000000,30.0000,P-53366
I-3638,15.000,g,1.00000000,3.0000,P-53366
I-47774,100.000,ml,0.00100000,20.0000,P-53366
I-5003,1.000,Kg,1.00000000,0.2000,P-53366
I-5983,1.000,L,1.00000000,0.2000,P-53366
I-6028,300.000,g,0.00100000,60.0000,P-53366
P-34880,250.000,g,0.00100000,50.0000,P-53366
P-50552,1.500,Kg,2.20462000,0.3000,P-53366
P-50676,250.000,g,1.00000000,50.0000,P-53366
P-7444,200.000,ml,0.00100000,40.0000,P-53366
P-9741,3.000,Kg,1.00000000,0.6000,P-53366
P-53366,4.000,Kg,1.00000000,0.3333,P-53367
P-55135,10.000,Kg,1.00000000,0.8333,P-53367
I-20348,100.000,ml,1.00000000,12.5000,P-53369
I-3625,80.000,g,1.00000000,10.0000,P-53369
I-3628,40.000,g,1.00000000,5.0000,P-53369
I-3638,25.000,g,1.00000000,3.1250,P-53369
I-4970,4.500,Kg,1.00000000,0.5625,P-53369
I-5983,4.000,L,1.00000000,0.5000,P-53369
I-6028,1.000,Kg,1.00000000,0.1250,P-53369
I-6820,0.250,Kg,1.00000000,0.0313,P-53369
I-2654,1.000,CT,1.00000000,1.0000,P-53370
P-53369,1.000,Kg,1.00000000,1.0000,P-53370
I-20348,100.000,ml,1.00000000,14.2857,P-53373
I-5016,2.500,Kg,1.00000000,0.3571,P-53373
I-5983,4.000,L,1.00000000,0.5714,P-53373
I-6028,0.500,Kg,1.00000000,0.0714,P-53373
I-6820,0.250,Kg,1.00000000,0.0357,P-53373
P-58949,1.750,L,1.00000000,0.2500,P-53373
P-53363,1.000,piece,1.00000000,1.0000,P-53379
P-53373,2.333,Kg,1.00000000,2.3330,P-53379
I-9454,5.000,Kg,1.00000000,1.3333,P-53403
P-18907,50.000,g,1.00000000,13.3333,P-53403
P-26020,50.000,g,0.00100000,13.3333,P-53403
P-44901,100.000,g,0.00100000,26.6667,P-53403
I-3577,30.000,g,1.00000000,30.0000,P-53438
I-43852,1.000,Kg,1000.00000000,1.0000,P-53438
I-5983,1.200,L,1.00000000,1.2000,P-53438
P-18907,10.000,g,1.00000000,10.0000,P-53438
I-3388,1.500,L,1.00000000,0.3750,P-53439
I-4657,400.000,g,0.00220462,100.0000,P-53439
I-6026,20.000,g,1.00000000,5.0000,P-53439
I-60772,3.500,L,1.00000000,0.8750,P-53439
I-51440,0.250,Kg,1000.00000000,0.1667,P-53440
P-53438,0.600,Kg,1.00000000,0.4000,P-53440
P-9720,1.000,Kg,1.00000000,0.6667,P-53440
I-52244,60.000,g,0.00220462,0.3529,P-53448
P-45118,20.000,g,0.00100000,0.1176,P-53448
P-50712,50.000,g,0.00100000,0.2941,P-53448
P-51537,5.000,g,0.00100000,0.0294,P-53448
P-58413,20.000,ml,0.00100000,0.1176,P-53448
I-11207,15.000,g,1.00000000,0.0536,P-53583
I-11240,100.000,g,0.00100000,0.3571,P-53583
I-13252,150.000,g,0.00220462,0.5357,P-53583
I-3471,15.000,g,0.00100000,0.0536,P-53583
I-4658,15.000,g,0.00220462,0.0536,P-53583
I-6820,30.000,g,0.00100000,0.1071,P-53583
I-8077,15.000,g,0.00100000,0.0536,P-53583
I-3620,2.000,g,1.00000000,0.0080,P-53585
I-3627,2.000,g,0.03527399,0.0080,P-53585
I-3628,2.000,g,1.00000000,0.0080,P-53585
I-3678,236.000,ml,0.00100000,0.9440,P-53585
I-4742,50.000,g,0.00220462,0.2000,P-53585
I-8077,15.000,g,0.00100000,0.0600,P-53585
I-2979,15.000,g,1.00000000,0.0300,P-53586
I-3133,15.000,ml,1.00000000,0.0300,P-53586
I-3387,75.040,ml,0.00100000,0.1501,P-53586
I-3640,15.000,g,1.00000000,0.0300,P-53586
I-3654,15.000,g,1.00000000,0.0300,P-53586
I-4695,30.000,g,0.00220462,0.0600,P-53586
I-4742,20.000,g,0.00220462,0.0400,P-53586
I-5983,500.000,L,1.00000000,1.0000,P-53586
I-6832,15.000,g,1.00000000,0.0300,P-53586
I-7062,75.000,ml,0.00100000,0.1500,P-53586
