ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-55117,GR|Oats|Banana Almond Overnite,FT SWEETGREEN,330.0,615.0200873263097,1.60758284672118,1.311490923929514,116.25,5967.69,186.37,0.49,35.23,1808.39,0.4
R-56966,GR|Oats|Steel Cut|Maple Apple,FT SWEETGREEN,325.0,471.60565107692304,1.4973876923076923,0.8898898461538463,84.38,2837.47,145.11,0.46,25.96,873.07,0.27
R-57345,GR|Oats|Steel Cut|Spicd Pmpkn,FT SWEETGREEN,255.0,447.49473726293104,1.857867834051724,0.8467987068965518,88.8,3848.51,175.49,0.73,34.82,1509.22,0.33
R-56959,GR|Oats|Steel Cut|Strawberry,FEAST,260.0,434.60115470483004,1.244099766971095,0.8070457066189626,77.25,2901.01,167.15,0.48,29.71,1115.77,0.31
R-55132,GR|Salad|Beet & Arugula,FT SWEETGREEN,275.0,420.8451989779948,3.785313558131484,0.9348818300226445,36.75,1764.9,153.03,1.38,13.36,641.78,0.34
R-62051,GR|Salad|Chopped Thai,FT SWEETGREEN,311.0,352.5375204715326,2.4965422344313133,1.2742026585451536,48.89,2949.49,113.36,0.8,15.72,948.39,0.41
R-61836,GR|Salad|Cobb,FT SWEETGREEN,340.20000000000056,1282.100286563077,19.565054714521875,2.5889719364926,154.69,5273.86,376.87,5.75,45.47,1550.22,0.76
R-38248,GR|Salad|Ensalada Mexicana,FT SWEETGREEN,335.0,744.7743135487924,6.119268352837407,2.1245164089041713,78.07,3384.78,222.32,1.83,23.3,1010.38,0.63
R-51265,GR|Salad|Greek ,FT SWEETGREEN,345.0,516.0853799883243,4.7925909815284875,1.095633251501408,60.33,2896.74,149.59,1.39,17.49,839.63,0.32
R-35749,GR|Salad|Honey Sesame Chicken,FT SWEETGREEN,310.0,694.4513917746937,10.469395603315112,2.189649865770757,64.27,2083.02,224.02,3.38,20.73,671.94,0.71
R-56852,GR|Salad|Kale & Quinoa,FT SWEETGREEN,350.0,594.4033353835421,4.655871796360692,1.4042774557765054,98.73,4584.17,169.83,1.33,28.21,1309.76,0.4
R-35751,GR|Salad|Spicy Caesar,FT SWEETGREEN,330.0,638.1785576923077,6.834947115384615,1.58575865384615,82.64,3748.82,193.39,2.07,25.04,1136.01,0.48
R-61838,GR|Salad|Spinach,FT SWEETGREEN,205.0,783.7458474342105,9.193535635964913,1.7504293969298201,136.45,5254.66,382.32,4.48,66.56,2563.25,0.85
R-48119,GR|Salad|Superfood Crunch,FT SWEETGREEN,360.0,419.95920078179233,1.8916314782011392,1.0445639667028923,55.89,3072.93,116.66,0.53,15.52,853.59,0.29
R-57013,GR|Salad|Thai Cucumber ,FEAST,211.0,181.8600869370302,1.8366470059142812,0.3829595436853459,34.15,1942.47,86.19,0.87,16.18,920.6,0.18
R-62047,GR|Salad|Warm Kale & Mushroom,FT SWEETGREEN,260.0,558.3926984945293,4.2702531284945415,1.4766769452673871,54.79,2720.31,214.77,1.64,21.07,1046.27,0.57
R-48998,GR|Salad|Winter Root Veg,FT SWEETGREEN,190.0,428.7329267573773,2.3204327189285863,1.1436376253806615,29.56,1424.23,225.65,1.22,15.56,749.59,0.6
R-54377,GR|Sandwich|Classic BLT ,SANDWICHES,266.8000000000002,1252.655030588236,16.025531764705896,2.4611762352941073,215.21,6660.03,469.51,6.01,80.66,2496.26,0.92
R-61852,GR|Sandwich|Classic Clubhouse,FT SWEETGREEN,238.99999803000014,1019.0739831840483,14.853601528029902,1.9286842123254135,149.2,4620.81,426.39,6.21,62.43,1933.39,0.81
R-57005,GR|Sandwich|Classic Reuben ,FT SWEETGREEN,275.00000028,6223.726320335189,52.581380985877146,18.833391951041154,694.45,22707.28,2263.17,19.12,252.53,8257.19,6.85
R-32261,GR|Sandwich|Egg Salad ,FT SWEETGREEN,287.08,723.2392792906646,11.186006766061956,1.3250198119726917,115.26,3445.28,251.93,3.9,40.15,1200.11,0.46
R-57158,GR|Sandwich|Focaccia Caprese,FT SWEETGREEN,166.0,574.21381,5.47933484375,0.5539179999999999,85.82,4462.47,345.91,3.3,51.7,2688.23,0.33
R-56941,GR|Sandwich|Italian Hoagie,FT SWEETGREEN,100.0,597.9434540847822,6.7428992724245544,1.0405469217311925,94.98,3319.63,597.94,6.74,94.98,3319.63,1.04
R-60794,GR|Sandwich|Meatball Marinara,FT SWEETGREEN,510.0,2578.041941808036,21.126021381696432,7.509206066517856,135.85,5354.11,505.5,4.14,26.64,1049.83,1.47
R-57043,GR|Sandwich|Mediterranean Veg,FT SWEETGREEN,252.0,418.959467345695,3.841354038045784,0.8243346760583018,58.44,3072.87,166.25,1.52,23.19,1219.39,0.33
R-56968,GR|Sandwich|Muffaletta ,FT SWEETGREEN,184.0,1614.8852008965698,20.71774798596674,3.2621522232328353,291.03,9690.48,877.66,11.26,158.17,5266.57,1.77
R-56924,GR|Sandwich|Shrimp Remoulade,FT SWEETGREEN,386.0,1002.7226769928058,3.8200099971848975,0.39662632966738776,66.57,2548.3,259.77,0.99,17.25,660.18,0.1
R-61854,GR|Sandwich|Turkey Pear & Brie,FT SWEETGREEN,263.99999850000006,594.371790230866,7.6610528309349775,0.8814189213853075,75.39,3301.52,225.14,2.9,28.56,1250.58,0.33
R-56900,GR|Signature green salad|SIDE,FT SIDES ,140.0,172.252986233015,0.9471979583486111,0.5433113482896785,25.43,1614.72,123.04,0.68,18.16,1153.37,0.39
R-61833,GR|Signature greens|FULL,FEAST,270.0,327.35007383302514,1.9371964093080596,0.954937604214825,58.6,3783.12,121.24,0.72,21.7,1401.16,0.35
R-51207,GR|Smoothie|Blueberry Boost,FT SWEETGREEN,1.0,1.9190507217597474,0.006171842939936776,0.0026580847681770287,0.38,18.43,191.91,0.62,38.0,1843.0,0.27
R-51205,GR|Smoothie|Delish,FT SWEETGREEN,1.0,1.89862930231823,0.006898986195995786,0.0016755286512118018,0.29,13.47,189.86,0.69,29.0,1347.0,0.17
R-51208,GR|Smoothie|Hawaiian Sun,FT SWEETGREEN,1.0,0.6321978925184405,0.002614541622760801,0.001268872497365648,0.1,7.1,63.22,0.26,10.0,710.0,0.13
R-43213,GR|Smoothie|Mango Bliss,FT SWEETGREEN,113.398,293.0305833333333,1.01895,0.3685916666666667,29.88,1731.11,258.41,0.9,26.35,1526.58,0.33
R-51209,GR|Smoothie|Orange Zinger,FT SWEETGREEN,1.0,0.6357944114778932,0.004767110735677632,0.0012488479456946823,0.11,7.53,63.58,0.48,11.0,753.0,0.12
R-54359,GR|Smoothie|Peachy Keen,FT SWEETGREEN,170.29999999999998,279.5556025641025,1.8588089743589744,0.4595348717948718,16.62,875.43,164.15,1.09,9.76,514.05,0.27
R-51206,GR|Smoothie|Rise & Shine,FT SWEETGREEN,1.0,1.247484158763611,0.004230172110994028,0.001447536354056902,0.28,13.18,124.75,0.42,28.0,1318.0,0.14
R-49036,GR|Smoothie|Strwbry Cupid,FT SWEETGREEN,1.0,7.958269802197803,0.042299736263736266,0.008945424175824177,1.29,65.78,795.83,4.23,129.0,6578.0,0.89
R-68039,GR|Steel cut oat|Maple Apple,FT SWEETGREEN,245.0,283.75946354838703,0.5803499999999999,0.5844108870967741,52.53,1816.94,115.82,0.24,21.44,741.61,0.24
R-25177,GRAB CHEESE STRING ,ZDONT USE FOOD,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-22906,GRAB DESSERT SOY TOFU,ZDONT USE FOOD,1.0,1.54566,0.005260000000000001,0.003698,0.01,0.03,154.57,0.53,1.0,3.0,0.37
R-22903,GRAB PEPPERONI CHEESE STICK,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-43302,GREEN SIDE SALAD,FEAST,78.26725,58.3529275,0.5599026250000001,0.163009625,3.87,176.02,74.56,0.72,4.94,224.9,0.21
R-63584,GREEN2GO - CREDIT,FOOD - MISC,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63583,GREEN2GO - DEPOSIT,FOOD - MISC,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63592,GREEN2GO - REFUND,FOOD - MISC,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63591,GRILLED CHICKEN BREAST ONLY,FT GRAB & GO,113.4000000000011,692.861064795925,17.522309948979757,1.8862234693877729,55.56,50.17,610.99,15.45,48.99,44.24,1.66
R-31046,Grilled Foccacia,FT SIDES ,114.0,1.807968750000001,0.01757500000000001,0.005806874999999884,0.5,15.23,1.59,0.02,0.44,13.36,0.01
R-22619,GRL|Add Bacon|1 pc,FT GRILL DAY,10.0,280.19775,3.7848000000000006,0.5990699999999971,51.59,1545.92,2801.98,37.85,515.9,15459.2,5.99
R-58255,GRL|Add Bacon|2 pcs.,OK - GRILL KITCHEN DAY,20.0,560.3955,7.569600000000001,1.1981399999999942,103.19,3091.83,2801.98,37.85,515.95,15459.15,5.99
R-22618,GRL|Add On Cheese|1 slice,FT GRILL DAY,14.000000280000005,124.74560249491203,1.3062000261240005,0.14644000292880005,21.83,1126.48,891.04,9.33,155.93,8046.29,1.05
R-34961,GRL|Add on|Beef Burger Patty,FT GRILL DAY,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65
R-51521,GRL|Add Prime Rib Burger Patty,FT GRILL DAY,170.00000000000205,7031.866028723056,56.01695657894325,21.505367891112776,285.13,10422.6,4136.39,32.95,167.72,6130.94,12.65
R-38134,GRL|Bfast Potato Wedges|Side,FT GRILL BREAKFAST,250.2,113.24705285714286,1.4191357142857142,0.14932142857142855,0.74,22.23,45.26,0.57,0.3,8.88,0.06
R-46372,GRL|Chicken breast|add,FT GRILL DAY,113.4000000000011,692.861064795925,17.522309948979757,1.8862234693877729,55.56,50.17,610.99,15.45,48.99,44.24,1.66
R-41319,GRL|Chicken Burger|Katsu Featu,FT GRILL DAY,244.4000000000011,822.6039610335001,18.23118883817018,2.1951536567147887,59.99,226.5,336.58,7.46,24.55,92.68,0.9
R-61850,GRL|Country Fried Portobello,FT GRILL FREATURES,357.0000000000012,975.9195878473895,6.98973489282217,1.6693586708188204,158.98,4915.36,273.37,1.96,44.53,1376.85,0.47
R-51146,GRL|Crepe|Ham and Swiss,OK - GRILL BRUNCH,333.000000560001,1030.650967166696,11.657084405989513,2.3448239514358082,218.66,7576.37,309.5,3.5,65.66,2275.19,0.7
R-67745,GRL|Crepe|Mushroom Swiss,OK - GRILL BRUNCH,308.00000056000096,642.290729343567,6.52576875973101,1.5415678970140434,148.23,5483.14,208.54,2.12,48.13,1780.24,0.5
R-50569,GRL|Crepe|Nutella Banana,FEAST,580.0000000000009,942.2814650833053,4.924906593406608,4.245533120642779,102.3,3105.07,162.46,0.85,17.64,535.36,0.73
R-50570,GRL|Crepe|Rosemary Peach,OK - GRILL BRUNCH,345.00000000000097,399.7729137096789,3.7178681818181967,1.2288808137829719,100.96,3078.93,115.88,1.08,29.26,892.44,0.36
R-46310,GRL|Feast Breakfast,FT GRILL BREAKFAST,554.0000000000003,1147.319275861646,18.89579788987209,2.1882075010686695,162.03,4626.53,207.1,3.41,29.25,835.11,0.39
R-56917,GRL|Grilled Eggplant|SIDE,FT GRILL DAY,175.0,273.91844267027795,2.0462483990509788,0.9690234735869655,28.31,1321.08,156.52,1.17,16.18,754.9,0.55
R-67684,GRL|Grilled|Turkey & Swiss,FT GRILL FREATURES,134.99999906000008,913.7977539477077,10.500030134626748,1.2659464753051992,99.14,4443.03,676.89,7.78,73.44,3291.13,0.94
R-52410,GRL|Monte Cristo Sandwich,FT GRILL DAY,263.0000425600126,1102.9478689348432,13.079000673848189,2.3029402112376416,215.36,7461.3,419.37,4.97,81.89,2837.0,0.88
R-65919,GRL|PANCAKES| BLUEBERRY (2PC),FT GRILL BREAKFAST,136.0,259.83191666666664,1.2895833333333333,0.5654833333333249,44.03,1410.91,191.05,0.95,32.38,1037.43,0.42
R-63590,GRL|QUICHE| SPINACH & FETA,FT GRILL BREAKFAST,325.0000000000015,916.5899499055853,9.24868048884786,0.0,142.7,6034.44,282.03,2.85,43.91,1856.75,0.0
R-61880,GRL|Quiche|Bacon & Onion ,FT GRILL BREAKFAST,375.0000000000015,1422.768752363948,15.537507277494354,2.663085783730139,222.07,7882.74,379.41,4.14,59.22,2102.06,0.71
R-51259,GRL|Quiche|Ham & Cheese,FT GRILL BREAKFAST,202.0,875.5618600000023,9.120150000000024,1.6700599999999852,141.04,5481.24,433.45,4.51,69.82,2713.49,0.83
R-57035,GRL|Quiche|Ham &Cheese,FT GRILL BREAKFAST,360.0000000000015,1015.3809059353765,9.994318239795941,1.7412166666666518,152.19,5926.62,282.05,2.78,42.27,1646.28,0.48
R-67679,GRL|Quiche|Mushroom & Red Pepp,FT GRILL BREAKFAST,315.0000000000015,748.3530119672129,7.548814102615454,1.4398987095612128,118.57,4731.08,237.57,2.4,37.64,1501.93,0.46
R-57034,GRL|Quiche|Smoked Salmon,FT GRILL BREAKFAST,386.0000000000015,961.1964928401385,9.649311956727157,1.6337763227513094,159.26,4313.62,249.01,2.5,41.26,1117.52,0.42
R-51196,GRL|Quiche|Spinach & Feta,FT GRILL BREAKFAST,390.0000000000015,1017.7784650076261,9.619004978643778,1.6394796917761223,145.31,6156.59,260.97,2.47,37.26,1578.61,0.42
R-26809,GRL|Quiche|Western,FT GRILL BREAKFAST,385.0000000000015,901.0317054485778,8.90280817728944,1.6297292827263419,131.85,4829.99,234.03,2.31,34.25,1254.54,0.42
R-28230,GRL|Sandwich|Bacon & Egger,FT GRILL BREAKFAST,300.000000000003,795.1812117449218,9.803413626124117,1.6369164929288083,152.2,5044.17,265.06,3.27,50.73,1681.39,0.55
R-67844,GRL|Sandwich|Buffalo chicken,FT GRILL FREATURES,225.50000000000054,673.3419708213336,12.046978657744486,1.4573374646515755,48.23,1559.38,298.6,5.34,21.39,691.52,0.65
R-54582,GRL|Sandwich|Fried Egg ,FT GRILL DAY,211.40000028000006,782.9429527999747,10.35365492441156,1.4227500473193955,131.98,4534.38,370.36,4.9,62.43,2144.93,0.67
R-67184,GRL|Sandwich|Pork Schnitzel,GV GRILL FEATURE,251.0000287500072,1302.978000061623,16.031194725426865,2.6319517338622695,214.06,6489.6,519.11,6.39,85.28,2585.5,1.05
R-22614,GRL|Side Chicken Thigh|Grilled,FT HOMESKILLET,100.0,467.04332500000004,11.6831875,1.277475,37.05,33.51,467.04,11.68,37.05,33.51,1.28
R-49580,GRL|Side|Gravy,FT GRILL DAY,90.0,0.0,0.06475235294117647,0.0,0.28,10.97,0.0,0.07,0.31,12.19,0.0
R-54191,GRL|SLIDER JERK PORK,FT GRILL FREATURES,213.6,1600.9513074226695,20.07286397269545,0.0,273.21,8184.9,749.51,9.4,127.91,3831.88,0.0
R-54090,GRL|SLIDER|Jerk Pork 2 pc,FT GRILL DAY,192.0,1583.0985174641555,20.148751232751465,3.367669321782727,272.69,8164.48,824.53,10.49,142.03,4252.33,1.75
R-49895,GRL|Smoked Salmon Bagel,FT GRILL DAY,173.0,227.15013241000807,2.974434873212848,0.31854049239938886,59.21,849.89,131.3,1.72,34.23,491.27,0.18
R-26785,GRL|Strips|Crispy Chicken ,FT GRILL DAY,300.50000000000153,1127.6508659663928,26.87142726890771,3.0551330252100977,87.33,262.58,375.26,8.94,29.06,87.38,1.02
R-67027,HAND PAINTED SPRING GINGER COO,FT DESSERTS,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-64340,HAND PIE,FT DESSERTS,0.99,1.123023,0.010659,0.003428699999999934,0.31,8.8,113.44,1.08,31.31,888.89,0.35
R-44823,HC| Bfast Sandwich|Turkey&Egg,FT GRILL BREAKFAST,231.4000182800049,636.0123591706661,7.587653073166937,1.0877476574123879,93.99,3227.75,274.85,3.28,40.62,1394.88,0.47
R-28232,HC|B'fast Sand|Sausage & Egg,FT GRILL BREAKFAST,217.40001903000484,579.8498624703659,5.968453160766932,0.9361176660448873,90.24,3276.99,266.72,2.75,41.51,1507.35,0.43
R-71428,HC|Beef sausage roll,FEAST,136.0,180.9063,0.3295,0.12645,1.68,61.31,133.02,0.24,1.24,45.08,0.09
R-45077,HC|Bfast Sandwich|B.E.T.C.,FT GRILL BREAKFAST,303.60000028000024,943.6196353520559,12.297712407076396,1.7280904315002248,160.26,5355.0,310.81,4.05,52.79,1763.83,0.57
R-69443,HC|Bfast Sandwich|VEGAN,FEAST,256.0000187500052,691.1522085468839,8.9119602775001,1.6801740916875185,112.49,3480.44,269.98,3.48,43.94,1359.55,0.66
R-44828,HC|Bfast WrapMexi Egg,FT GRILL BREAKFAST,136.0,474.75168148217006,6.576803884726691,0.7327483611735397,78.87,3076.24,349.08,4.84,57.99,2261.94,0.54
R-71429,HC|Ham & Cheese Croissant,FEAST,88.00000014,519.7183339005173,7.644337588092013,0.9784531347176993,92.22,2975.36,590.59,8.69,104.8,3381.09,1.11
R-71573,HC|Quiche|Asparagus & Asiago,FEAST,0.5,1.83075,0.030600000000000002,0.00342,0.32,9.31,366.15,6.12,64.0,1862.0,0.68
R-71574,HC|Quiche|Broccoli & Cheddar,FEAST,0.5,4.4552,0.04665,0.00523,0.78,40.23,891.04,9.33,156.0,8046.0,1.05
R-71575,HC|Quiche|Roasted Red Pepper,FEAST,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-26800,HC|Samosa|Breakfast,FT GRILL BREAKFAST,31.0,0.0,0.2025,0.0,0.61,34.05,0.0,0.65,1.97,109.84,0.0
R-61988,HC|Spanakopita,FEAST,61.0,141.7719379093812,1.3193730172542106,0.1341182908400356,13.92,667.85,232.41,2.16,22.82,1094.84,0.22
R-64290,HC|Spicy Jamaican Patty,FEAST,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65
R-53974,HM|Bread Pudding|STOLW,FT HOMESKILLET,260.0,1105.1481602756876,6.341133503749999,1.3241859271093699,38.69,4636.18,425.06,2.44,14.88,1783.15,0.51
R-35128,HMS - BNS Succatash Sage,ZDONT USE FOOD,113.398,171.02857967591981,1.2459719691762288,0.6458151872369371,16.13,659.44,150.82,1.1,14.22,581.53,0.57
R-29077,HMS - Rst Maple Beets,ZDONT USE FOOD,113.398,44.5383440530878,0.896137785342262,0.06175926920014882,1.16,4.57,39.28,0.79,1.02,4.03,0.05
R-38316,HMS - SWEET POTATO BLACK BEAN,FT HOMESKILLET,141.7475,125.74749671275057,0.7697125709305132,0.6446168991748474,2.63,59.1,88.71,0.54,1.86,41.69,0.45
R-56938,HS| Cowboy Beans|SIDE,FT SIDES ,150.0,192.1229307776498,1.346355831814691,0.9997279281455103,6.59,309.43,128.08,0.9,4.39,206.29,0.67
R-42764,HS| Irish Colcannon,FEAST,177.441,153.24708998132286,1.1107837649020986,0.20721657570434016,3.25,539.76,86.37,0.63,1.83,304.19,0.12
R-61792,HS| Steak & Mushroom,FEAST,300.00000000000006,3259.1256645809567,26.995715507333294,9.858043992150325,158.25,5674.66,1086.38,9.0,52.75,1891.55,3.29
R-62034,HS|1/4 Chicken|PLATE,FT HOMESKILLET,600.0,2086.907227160234,41.34640640072308,6.633537787126329,128.04,378.63,347.82,6.89,21.34,63.1,1.11
R-70784,HS|5 Spice Pork|BOWL,FT HOMESKILLET,385.0,2102.9089161672964,24.722824487083685,4.792106150165729,403.55,10074.27,546.21,6.42,104.82,2616.69,1.24
R-62186,HS|Adobo|Peppers & Onion|SIDE,FT SIDES ,150.0,102.2078637142857,1.4368565248677245,0.2960694986243386,7.97,286.72,68.14,0.96,5.31,191.15,0.2
R-49183,HS|B-nut Sqsh Chili w garnish,SPECIALS,430.0000054400009,3601.1288705440056,26.239948117405767,14.15238836085634,321.07,10612.0,837.47,6.1,74.67,2467.91,3.29
R-62398,HS|Bahn Mi|PORK BELLY ,FT HOMESKILLET,487.5,1188.417818631907,14.237973232419726,2.3042482372106146,193.62,6015.51,243.78,2.92,39.72,1233.95,0.47
R-62400,HS|Bahn Mi|VEGETARIAN ,FT HOMESKILLET,487.5,400.8998064995543,2.801523783890314,0.6433037519165061,26.34,1026.15,82.24,0.57,5.4,210.49,0.13
R-67285,HS|Baked Potato Bar|RATIO,FT HOMESKILLET,405.0,1499.1637578983286,16.88733972603026,2.638736572352586,194.98,7770.13,370.16,4.17,48.14,1918.55,0.65
R-44542,HS|Baking Powder Biscuit,FT HOMESKILLET,59.999988000002396,91.34998173000365,0.8879998224000356,0.2933999413200057,25.15,769.3,152.25,1.48,41.92,1282.17,0.49
R-55497,HS|BBQ|Beef Brisket|PLATE,FT HOMESKILLET,400.0,8080.343065162749,63.63515446794949,24.880331491665373,325.22,11997.01,2020.09,15.91,81.31,2999.25,6.22
R-55174,HS|Bean Cassoluet Pot Pie +2,FT HOMESKILLET,540.0,437.86432393332234,4.761378081329878,1.475515128118527,33.29,1064.06,81.09,0.88,6.16,197.05,0.27
R-61012,HS|Beef dip|TAILGATE,FEAST,460.0,4855.590492033086,38.90493890473614,14.531634022134606,215.99,8033.49,1055.56,8.46,46.95,1746.41,3.16
R-71465,HS|Beef Souvlaki|PLATE,FT HOMESKILLET,783.5000000000001,715.7220695774035,5.643348536770173,0.74120558224154,59.27,2561.44,91.35,0.72,7.56,326.92,0.09
R-48120,HS|Bowl|Thai Quinoa Buddha,SPECIALS,507.0,389.21220964408417,2.5606467733112455,1.257328742997731,90.68,2910.11,76.77,0.51,17.89,573.99,0.25
R-28337,HS|Braised Brisket,FT HOMESKILLET,160.0,6460.668013333334,50.881490673076925,19.62640594230769,259.08,9492.79,4037.92,31.8,161.93,5932.99,12.27
R-55938,HS|Brisket Add on,FT HOMESKILLET,135.0,6435.483075833334,50.766155576923076,19.600051807692306,258.72,9476.28,4767.02,37.6,191.64,7019.47,14.52
R-57165,HS|Cabbage & Apple|SIDE,FT SIDES ,125.0,172.02781277056278,1.433095238095238,0.4695654761904761,23.51,474.91,137.62,1.15,18.81,379.93,0.38
R-37056,HS|Carved|Porchetta ,FT HOMESKILLET,400.0,2037.7938425839232,25.89064621707191,4.308705806985911,321.51,9721.83,509.45,6.47,80.38,2430.46,1.08
R-62265,HS|Carved|Roast Beef ,FT HOMESKILLET,400.0,387.08705778289357,2.0366280097330396,0.6741021255929102,10.55,848.39,96.77,0.51,2.64,212.1,0.17
R-62261,HS|Carved|Turkey Dinner ,FT HOMESKILLET,615.0,1669.0294054282815,32.13665800204198,3.519784480448112,139.84,3153.14,271.39,5.23,22.74,512.71,0.57
R-68214,HS|Cashew Alfredo Spaghetti,FT HOMESKILLET,223.0,347.77686992320844,1.5263937796697626,0.7052128399122757,131.16,8420.98,155.95,0.68,58.82,3776.22,0.32
R-61008,HS|Cauliflower Bites|VEGAN,SPECIALS,288.0,401.91034555125736,3.3792931358667273,1.2157526641668337,47.11,1701.01,139.55,1.17,16.36,590.63,0.42
R-56701,HS|Cauliflower Hot Wings|VEGAN,FT OASIS/CHAAT,318.0,451.40259292539105,3.5068827851392186,1.4547684887382792,47.44,1718.41,141.95,1.1,14.92,540.38,0.46
R-61909,HS|Cauliflower Sloppy Joes,FEAST,171.0,173.9331091321253,1.888353448844105,0.5118889775625212,11.7,529.71,101.72,1.1,6.84,309.77,0.3
R-62275,HS|Chana Masala,FT HOMESKILLET,335.0,551.5538822097885,3.5849514206446864,2.030112589584155,26.88,1410.63,164.64,1.07,8.02,421.08,0.61
R-62425,HS|Chana Masala + 1,FEAST,447.0000000000007,676.6736574976755,3.9945109169622555,2.1378786212567125,116.06,1911.73,151.38,0.89,25.96,427.68,0.48
R-67598,HS|Chicken & Mushroom Gravy,FT HOMESKILLET,475.0,1539.1306419845828,33.952528281840316,3.6295068824721604,109.76,687.97,324.03,7.15,23.11,144.84,0.76
R-62176,HS|Chicken Adobo|PLATE,FT HOMESKILLET,365.0,1153.333412565288,25.772755691990877,2.727956679764389,161.06,498.19,315.98,7.06,44.13,136.49,0.75
R-54176,HS|Chicken Cacciatore,FEAST,315.0,833.2016258743422,18.773660554750307,2.1131848332610517,93.35,1625.46,264.51,5.96,29.63,516.02,0.67
R-61948,HS|Chicken souvlaki|PLATE,FT HOMESKILLET,767.5000000000001,1070.990104169501,16.663499473588814,1.62962748624154,92.95,2472.15,139.54,2.17,12.11,322.1,0.21
R-62257,HS|Chili Con Carne + 1,FT HOMESKILLET,400.0,4909.392162082558,40.48260880737168,14.357567193016768,257.25,10400.29,1227.35,10.12,64.31,2600.07,3.59
R-38408,HS|Chili Con Carne|TAILGATE,FT HOMESKILLET,349.0,4745.535600192295,37.1453573301422,14.055476986724898,192.02,8585.76,1359.75,10.64,55.02,2460.1,4.03
R-62273,HS|Chimichuri|SIDE,FT SIDES ,30.0,59.33415374696969,0.15842397651515153,0.25333006530303037,1.61,57.48,197.78,0.53,5.37,191.6,0.84
R-61007,HS|Chips&dip|TAILGATE,SPECIALS,300.0,1083.377784591747,5.555061293050904,2.0769304917653884,27.89,2348.4,361.13,1.85,9.3,782.8,0.69
R-56883,HS|Classic Hotdog,FT HOMESKILLET,221.10000000000161,4637.61832000002,37.25899000000016,14.20958400000005,228.51,8070.23,2097.52,16.85,103.35,3650.04,6.43
R-62428,HS|Classic Jambalaya,FT HOMESKILLET,430.0,1771.9994143502822,15.79372557360669,1.9883243505723045,201.83,5622.02,412.09,3.67,46.94,1307.45,0.46
R-57003,HS|Coconut Cream Spinach ,FT HOMESKILLET,120.0,71.93994595324187,0.9436846226484562,0.1973459071018703,9.08,344.18,59.95,0.79,7.57,286.82,0.16
R-68217,HS|Coconut Rice|SIDE,FT HOMESKILLET,101.0,159.35671543404763,0.34618075547619054,0.13787406316666667,98.65,294.72,157.78,0.34,97.67,291.8,0.14
R-62406,HS|Coleslaw|firecracker|SIDE,FT SIDES ,140.0,114.58169050204066,1.079161555691993,0.44146239642135743,7.49,323.17,81.84,0.77,5.35,230.84,0.32
R-55659,HS|Corned Beef  with Biscuit,FT HOMESKILLET,219.9999880000024,6552.017995063337,51.76949049547696,0.2933999413200057,284.24,10262.09,2978.19,23.53,129.2,4664.59,0.13
R-55661,HS|Corned Beef + 1,FT HOMESKILLET,339.9999880000024,6679.347898486822,52.934040914986504,0.4320523180967762,292.68,10791.48,1964.51,15.57,86.08,3173.96,0.13
R-66094,HS|Corned Beef + 1|St. Pats ,SPECIALS,295.0,6198.026903934996,49.26389831708239,18.70292360506425,250.45,9516.06,2101.03,16.7,84.9,3225.78,6.34
R-55660,HS|Corned Beef + 2,FT HOMESKILLET,459.9999880000024,6806.677801910305,54.09859133449605,0.5707046948735467,301.12,11320.86,1479.71,11.76,65.46,2461.06,0.12
R-66095,HS|Corned Beef + 2|St. Pats ,SPECIALS,445.0,6400.840307869992,50.750296634164776,19.070597210128497,257.7,10142.31,1438.39,11.4,57.91,2279.17,4.29
R-66096,HS|Corned Beef|St. Pats ,SPECIALS,145.0,5995.2135,47.7775,18.335250000000002,243.19,8889.8,4134.63,32.95,167.72,6130.9,12.65
R-56845,HS|Cottage Pie|BEEF,FT HOMESKILLET,351.0,3070.358584401508,24.871521834126987,0.999995503253967,125.16,4968.1,874.75,7.09,35.66,1415.41,0.28
R-61919,HS|Cottage pie|BEEF + 1,FT HOMESKILLET,476.0,3219.754504091858,25.924479974968506,1.4305271244431834,131.39,5349.93,676.42,5.45,27.6,1123.93,0.3
