PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom,GHG Emission (g),GHG Emission(g)/StdUom,N lost (g),N lost (g)/StdUom,Freshwater Withdrawals (ml),Freshwater Withdrawals (ml)/StdUom,Stress-Weighted Water Use (ml),Stress-Weighted Water Use (ml)/StdUom,Land Use (m^2),Land Use (m^2)/StdUom
P-62382,SAUCE|Honey Mustard|NEW,1.7,L,,1700.0,ml,2428.2799999999997,1.4284,0.0,0.0,3020.0,1.776470588235294,14040.0,8.258823529411766,0.47800000000000004,0.0002811764705882353
P-56087,SAUCE|Horseradish Mayo,8.0,L,,8000.0,ml,6351.7765714285715,0.7939720714285714,15.373142857142856,0.001921642857142857,64986.57142857143,8.123321428571428,2972907.714285714,371.61346428571426,0.6258857142857143,7.823571428571429e-05
P-48494,SAUCE|Hot sauce|cilantro,0.93,L,,930.0,ml,21.77429903454557,0.02341322476832857,7.092050034545457,0.007625860252199416,23745.08453272729,25.53234895992182,1262197.9210818189,1357.2020656793752,0.05152399254545483,5.5402142521994446e-05
P-33438,SAUCE|Hummus,15.0,L,PREP,15000.0,ml,25444.24316,1.6962828773333334,83.637636,0.0055758424,1941668.396,129.44455973333334,136822567.28,9121.504485333333,162.3324552,0.01082216368
P-56777,SAUCE|Hummus|Basil,2.0,Kg,PREP,2000.0,g,4269.379689737288,2.1346898448686438,13.885710382087893,0.006942855191043947,84943.2385909758,42.4716192954879,5760794.127236758,2880.397063618379,30.02856241503706,0.015014281207518531
P-56118,SAUCE|Japchae,9.0,L,,9000.0,ml,6001.531368807339,0.666836818756371,34.67426899082569,0.0038526965545361874,124215.62174311926,13.801735749235474,5572559.471100918,619.1732745667687,8.081003889908256,0.0008978893211009174
P-53926,SAUCE|Jerk Ketchup |FORMAL,3.0,L,PREP,3000.0,ml,6143.795058281844,2.047931686093948,0.1860716984136265,6.202389947120883e-05,477.599746736817,0.159199915578939,13130.7601811565,4.3769200603855,0.3930435432941002,0.00013101451443136672
P-34843,SAUCE|Kecap Manis,4.0,L,PREP,4000.0,ml,3200.73,0.8001825,15.1875,0.003796875,65201.25,16.3003125,2680721.25,670.1803125,4.660500000000001,0.0011651250000000001
P-50835,SAUCE|Kung Pao,15.0,L,,15000.0,ml,1872.2359897827137,0.1248157326521809,46.04469004646171,0.0030696460030974473,253180.3862833843,16.878692418892285,9652159.2435474,643.47728290316,4.707140538827191,0.00031380936925514606
P-7565,SAUCE|Mayo|Sambal Lime,4.2,L,PREP,4200.0,ml,13185.854479591837,3.1394891618075804,2.8289948979591837,0.0006735702137998056,24597.336734693876,5.856508746355685,783622.581632653,186.57680515063169,63.64714693877551,0.01515408260447036
P-27331,SAUCE|Mint Yogurt|VEGAN,2.0,Kg,,2000.0,g,5990.379787500001,2.9951898937500006,52.4991625,0.026249581249999997,528994.8875,264.49744375,26155907.3125,13077.95365625,4.57476625,0.002287383125
P-71422,SAUCE|Mole Rojo,3.0,L,,3000.0,ml,5977.927200000003,1.992642400000001,11.094878806818203,0.0036982929356060676,617747.246051137,205.91574868371234,41473824.802301146,13824.608267433716,20.144633272727276,0.006714877757575758
P-62009,SAUCE|Mushroom & Broccoli|VEGA,700.0,ml,,700.0,ml,433.3465475229358,0.6190664964613368,5.503707596330274,0.007862439423328963,21141.748697247705,30.202498138925293,1017356.4884403669,1453.366412057667,1.5800015559632967,0.0022571450799475667
P-67288,SAUCE|Mushroom Stroganoff,22.0,L,PREP,22000.0,ml,34272.93183369138,1.5578605378950627,283.2042306293587,0.012872919574061758,2679820.574489047,121.81002611313849,160345088.58628228,7288.413117558285,54.21179696264457,0.0024641725892111167
P-55822,SAUCE|Mustard Gravy,5.0,L,,5000.0,ml,2326.0,0.4652,2.8778823529411763,0.0005755764705882352,12387.69411764706,2.477538823529412,487643.3176470588,97.52866352941176,0.0,0.0
P-47200,SAUCE|Nuoc Cham,3.4,L,FEAST,3400.0,ml,2280.9970167821753,0.6708814755241692,10.317491208112283,0.0030345562376800834,66182.24999519999,19.465367645647056,2329914.5831893333,685.2689950556862,2.97294561269614,0.0008743957684400412
P-61105,SAUCE|OreganoTomato,1.0,L,,1000.0,ml,412.5965884183673,0.41259658841836727,3.0416845073696144,0.0030416845073696144,19005.639958049884,19.005639958049883,1035968.522159864,1035.968522159864,1.063930576643991,0.001063930576643991
P-55559,SAUCE|Pad Thai 2.0,19.0,L,,19000.0,ml,12350.892,0.6500469473684211,97.72319999999998,0.005143326315789473,533757.7,28.092510526315788,20929498.5,1101.552552631579,24.04224,0.0012653810526315789
P-56503,SAUCE|Pesto Alfredo,20.0,L,PREP,20000.0,ml,103555.8427755102,5.17779213877551,502.0408476550947,0.025102042382754736,2442811.2740920675,122.14056370460338,503398394.5925367,25169.919729626836,120.21371632653062,0.006010685816326531
P-56419,SAUCE|Pesto Cream ,1.5,L,,1500.0,ml,5603.85944180602,3.735906294537347,53.329790568561876,0.03555319371237459,662425.2272341137,441.6168181560758,33063765.248023413,22042.510165348944,6.0690644013376485,0.004046042934225099
P-35251,SAUCE|Pesto|Arugula,769.0,ml,PRODUCTION FOOD,769.0,ml,2803.7543490999997,3.645974446163849,18.60475326,0.024193437269180752,266166.63686,346.1204640572172,13479120.1058,17528.114571911574,8.090480282000001,0.010520780600780237
P-56457,SAUCE|Pickled Jalapeno Mayo,2.4,L,PREP,2400.0,ml,2640.8641993563638,1.1003600830651517,2.8410333563636376,0.001183763898484849,32102.723021818194,13.376134592424247,1089793.614054546,454.0806725227275,0.4291493283636366,0.00017881222015151524
P-43674,SAUCE|Ponzu,250.0,ml,PREP,250.0,ml,343.1039041954547,1.3724156167818187,0.7867391954545471,0.003146956781818188,5548.401277272744,22.193605109090974,248488.66506818242,993.9546602727297,0.1785446604545447,0.0007141786418181788
P-26628,SAUCE|Poutine Gravy|Batch,4.25,L,PREP,4250.0,ml,0.0,0.0,3.05775,0.0007194705882352941,13161.925000000001,3.096923529411765,518121.02499999997,121.9108294117647,0.0,0.0
P-50756,SAUCE|Queso Cheese,3.1,L,,3100.0,ml,14395.599186217329,4.643741672973332,103.42267481310417,0.03336215316551747,1142444.8170544214,368.53058614658755,87448150.05363944,28209.080662464337,16.30024453172209,0.005258143397329706
P-71531,SAUCE|Red Chile Adobo,4.326,L,,4326.0,ml,1763.9515,0.40775577901063337,11.28096199252625,0.002607711972382397,70313.48243184539,16.253694505743272,3397847.084450299,785.4477772654412,5.202324444444444,0.0012025715313093953
P-71460,SAUCE|Red Chimichuri,2.2,L,PREP,2200.0,ml,8255.609586512508,3.75254981205114,5.109173828113367,0.0023223517400515307,359962.58840648783,163.61935836658537,25806543.400896683,11730.247000407584,33.02845028287187,0.015012931946759941
P-54390,SAUCE|Red Eye Gravy,2.7,L,,2700.0,ml,3855.6711135095175,1.4280263383368583,26.542233311028973,0.009830456781862583,293996.06397442555,108.8874311016391,12822606.003159096,4749.1133345033695,5.644348565606071,0.0020904994687429893
P-11375,SAUCE|Red Thai Curry,11.0,L,PREP,11000.0,ml,4291.385524717679,0.39012595679251627,27.47385029844887,0.0024976227544044427,81213.04678893971,7.383004253539974,1817513.283805056,165.2284803459142,12.015561646384405,0.001092323786034946
P-42355,SAUCE|Roasted Pineapple|Batch,7.25,L,PREP,7250.0,ml,8641.9265,1.1919898620689655,83.25125,0.011482931034482759,2353719.5,324.6509655172414,71972209.0,9927.20124137931,27.59149999999944,0.003805724137930957
P-71172,SAUCE|Roasted Red Pepper Couli,5.0,L,,5000.0,ml,3763.56,0.7527119999999999,52.13999999999999,0.010427999999999998,520949.99999999994,104.18999999999998,18824450.0,3764.89,7.722,0.0015444
P-61910,SAUCE|Salmon Pot Pie,6.4,Kg,,6400.0,g,28057.573085714284,4.383995794642857,202.3323714285714,0.03161443303571428,1893148.0937142859,295.8043896428572,123964613.00114284,19369.47078142857,32.312742857142446,0.005048866071428507
P-41547,SAUCE|Salsa Verde,30.0,L,PREP,30000.0,ml,15779.623943850263,0.5259874647950088,198.91686414391057,0.006630562138130352,1633813.756260188,54.46045854200627,89415706.00575566,2980.5235335251887,10.722060286656573,0.00035740200955521913
P-56687,SAUCE|Shakshuka|VEG,1.7,Kg,PREP,1700.0,g,1740.74066,1.023965094117647,16.414746,0.00965573294117647,187891.55599999998,110.52444470588235,9631506.48,5665.5920470588235,3.6177072,0.0021280630588235293
P-40595,SAUCE|Soy Ginger Dip,1.0,L,PREP,1000.0,ml,92.95633333333335,0.09295633333333335,5.307916666666667,0.005307916666666667,16699.0,16.699,863007.4666666667,863.0074666666667,0.24513333333333182,0.00024513333333333183
P-70780,SAUCE|Soy Glaze,6.5,L,,6500.0,ml,2228.0635,0.34277900000000006,14.81625,0.002279423076923077,55805.5,8.585461538461539,2356373.5,362.519,5.777,0.0008887692307692307
P-55246,SAUCE|Spanish Tomato,20.6,L,,20600.0,ml,15511.351661904764,0.7529782360147944,176.48908047619048,0.008567431091077209,1595752.9685714287,77.46373633841887,87116554.31904761,4228.958947526583,13.078228952380954,0.000634865483125289
P-62383,SAUCE|Spicy BBQ,1.25,L,,1250.0,ml,0.0,0.0,8.1,0.00648,24270.0,19.416,1361910.0,1089.528,0.0,0.0
P-43584,SAUCE|Sriracha Sour Cream,2.5,L,PREP,2500.0,ml,14061.240000000002,5.624496000000001,59.231249999999996,0.0236925,71224.375,28.48975,61699432.875,24679.77315,15.684,0.0062736
P-10874,SAUCE|Sweet & Sour ,35.0,L,PREP,35000.0,ml,13723.582322182798,0.39210235206236566,216.21418885749839,0.006177548253071382,1971200.9878591613,56.320028224547464,64817689.55623171,1851.933987320906,28.485723964315692,0.0008138778275518769
P-65536,SAUCE|Sweet & Sour 2.0,470.0,ml,,470.0,ml,719.3365,1.5305031914893616,0.678,0.0014425531914893618,5189.0,11.040425531914893,162861.3,346.51340425531913,0.8460999999999985,0.0018002127659574436
P-62384,SAUCE|Sweet Chili ,1.7,L,,1700.0,ml,273.91144855181835,0.1611243815010696,10.638075051818184,0.006257691206951873,35742.62679909094,21.02507458770055,1893421.8816227284,1113.7775774251343,0.07728598881818224,4.546234636363662e-05
P-15354,SAUCE|Tartar,3.0,L,PREP,3000.0,ml,3245.696897244125,1.0818989657480416,13.470641214440322,0.004490213738146774,106458.31336966605,35.48610445655535,3772144.863675016,1257.3816212250053,1.7646376642702535,0.0005882125547567511
P-33555,SAUCE|Tartar|GRL,5.0,L,PREP,5000.0,ml,5819.223249931202,1.1638446499862405,8.647863998498066,0.0017295727996996131,82344.82492060914,16.46896498412183,2802165.8849954475,560.4331769990895,1.4582021330378372,0.00029164042660756743
P-50917,SAUCE|Teriyaki,20.0,L,PREP,20000.0,ml,5889.91,0.29449549999999997,160.3225,0.008016124999999999,396410.0,19.8205,19724865.0,986.24325,7.541,0.00037705000000000003
P-26226,SAUCE|Tomato,4.0,L,PREP,4000.0,ml,2563.670663265306,0.6409176658163265,24.323040816326532,0.006080760204081633,231593.806122449,57.89845153061225,13450087.346938776,3362.521836734694,2.5086744897959186,0.0006271686224489796
P-57154,SAUCE|Tonkatsu,4.0,L,PREP,4000.0,ml,4085.6559999999995,1.0214139999999998,10.8,0.0027,32764.000000000004,8.191,1818488.0,454.622,0.0956,2.39e-05
P-35848,SAUCE|Tzatziki Sauce,3.0,L,PREP,3000.0,ml,6643.076895469059,2.214358965156353,61.30365086271053,0.02043455028757018,617962.7562419792,205.98758541399306,29369351.955829717,9789.783985276572,6.18291454200178,0.0020609715140005934
P-36076,SAUCE|Vindaloo ,10.0,L,PREP,10000.0,ml,6194.658681516803,0.6194658681516803,55.63153318346958,0.005563153318346958,342899.355027248,34.289935502724795,17351732.35915077,1735.1732359150772,12.833565042688466,0.0012833565042688466
P-44569,SAUCElBihon,2.6,L,FEAST,2600.0,ml,1490.6615000000002,0.5733313461538462,5.78875,0.0022264423076923077,18003.5,6.924423076923077,765477.5,294.4144230769231,5.33079999999999,0.0020503076923076885
P-45423,SAUCElBulgogi ,5.5,L,FEAST,5500.0,ml,6198.948562691132,1.127081556852933,18.610129969418963,0.0033836599944398115,415736.55581039755,75.58846469279955,27802400.653669726,5054.98193703086,21.929059633027524,0.00398710175145955
P-43243,SAUCElChipotle Mayo,4.3,L,FEAST,4300.0,ml,5063.899,1.1776509302325582,2.819,0.0006555813953488372,33203.0,7.721627906976744,1059735.0,246.45,0.42490000000000006,9.881395348837211e-05
P-42412,SAUCElChipotle Sour Cream,2.9,L,FEAST,2900.0,ml,21021.196000000004,7.2486882758620705,85.111,0.029348620689655176,93492.0,32.23862068965517,91841419.0,31669.454827586207,23.531599999999997,0.008114344827586205
P-46422,"SAUCElCorn ""Salsa""",10.0,L,,10000.0,ml,8383.640000000001,0.8383640000000001,50.28,0.005028,311720.0,31.172,3484980.0,348.498,15.827999999999998,0.0015827999999999997
P-47166,SAUCElCorn Starch Slurry,1235.0,g,,1235.0,g,277.41900000000004,0.22463076923076927,1.92375,0.0015576923076923077,13461.5,10.9,100586.0,81.44615384615385,0.4959,0.00040153846153846153
P-44686,SAUCElDan Dan ,15.0,L,FEAST,15000.0,ml,6823.316714107166,0.45488778094047777,45.406162003722905,0.0030270774669148605,183945.71233612552,12.263047489075035,5885322.168248903,392.35481121659353,17.854857435979255,0.0011903238290652837
P-34892,SaucelHollandaise ,4.5,L,,4500.0,ml,15555.846921599998,3.4568548714666663,141.95387159999999,0.0315453048,1393803.256576,309.73405701688887,69024811.29036799,15338.846953415108,18.982825199999997,0.004218405599999999
P-46501,SAUCElHoney Mustard Aoili,2.1,L,,2100.0,ml,7456.365,3.55065,0.0,0.0,1262.5,0.6011904761904762,8150.0,3.880952380952381,0.29875,0.00014226190476190477
P-55299,SAUCElWasabi Mayo,1.0,L,,1000.0,ml,3692.7545,3.6927545,0.10125,0.00010125000000000001,373.5,0.3735,3304.5,3.3045,0.46499999999999997,0.00046499999999999997
P-56557,SAUTE|Ginger Beef Vegetable,4.5,Kg,,4500.0,g,3274.2743116389006,0.7276165136975334,50.22902709402202,0.011162006020893784,393184.39505389973,87.37431001197771,13672695.529511074,3038.376784335794,8.113147727478609,0.0018029217172174687
P-55134,SAUTEE|Spin Artichoke Veg,8.0,Kg,,8000.0,g,5000.254657149004,0.6250318321436255,82.05157656134743,0.010256447070168428,505745.30689082865,63.21816336135358,18221129.79007868,2277.641223759835,12.333558135603639,0.0015416947669504549
P-57097,SAUTEED|Kale & White Bean,1.65,Kg,,1650.0,g,1665.1823618527912,1.009201431425934,12.964740633024695,0.007857418565469511,90518.66061097202,54.85979430968001,4605288.100734015,2791.0836974145545,8.0447252697279,0.0048755910725623635
P-58715,SAUTEED|Mixed Pesto Mushrooms,2.25,Kg,PREP,2250.0,g,3235.9834129889614,1.4382148502173162,35.5551612864929,0.015802293905107956,331908.5094170168,147.5148930742297,16372406.431185441,7276.625080526863,5.816308673691287,0.0025850260771961273
P-50672,SAUTEED|Peppers & Onions,5.8,Kg,,5800.0,g,3973.793597115905,0.6851368270889492,55.953313736735296,0.009647123058057809,449971.8383969733,77.58135144775402,16232264.188324247,2798.6662393662496,10.689635420400393,0.0018430405897242057
P-26712,SC SAUCE - Chicken Stock,40.0,L,PREP,40000.0,ml,23484.823114400006,0.5871205778600002,617.0538912,0.015426347279999999,1991724.1048,49.79310262,4837213.961599999,120.93034903999998,60.30286663999999,0.0015075716659999998
P-71535,SEARED|Cauli|Red Chile Adobo,3.7,Kg,,3700.0,g,9558.71391209477,2.5834361924580462,34.6647269268676,0.009368845115369622,413261.43179036886,111.69227886226186,24023611.2608858,6492.867908347514,35.45051611701115,0.009581220572165174
P-35733,SEASONING|Sesame & Nori,150.0,g,PREP,150.0,g,836.5255000000011,5.576836666666674,5.350750000000016,0.03567166666666677,267111.5000000002,1780.7433333333345,17582925.000000007,117219.50000000004,1.6031500000000023,0.010687666666666682
P-50881,SEASONING|Sushi,100.0,ml,PREP,100.0,ml,157.93499999999997,1.5793499999999998,0.2025,0.0020250000000000003,919.25,9.1925,35737.75,357.3775,0.059750000000000004,0.0005975
P-53963,SEAWEED|Hydrated&Lemoned|STOLW,3.0,Kg,,3000.0,g,532.9050000000001,0.17763500000000002,8.102500000000001,0.0027008333333333337,87105.0,29.035,3043412.5,1014.4708333333333,1.2215000000000003,0.00040716666666666673
P-54344,SESAME SEEDS|Toasted,3.0,L,,3000.0,ml,21427.0,7.142333333333333,61.0,0.02033333333333333,9116500.0,3038.8333333333335,646821500.0,215607.16666666666,34.6,0.011533333333333335
P-50978,SHRED|Carrot,1.0,Kg,,1000.0,g,306.20000000000005,0.3062,7.9,0.0079,9900.0,9.9,37900.0,37.9,0.32,0.00032
P-46864,SHRED|Iceberg Lettuce,600.0,g,,600.0,g,469.6111740279351,0.7826852900465585,5.964514911287279,0.009940858185478798,41147.60286900717,68.57933811501195,1874971.6874292186,3124.952812382031,1.7365043412608532,0.002894173902101422
P-34293,"SHREDDED|1/8"" Cabbage",44.0,lb,,19958.048,g,14106.7112,0.7068181818181818,179.16884,0.008977272727272728,1236038.2,61.93181818181818,56322518.64,2822.045454545455,52.163079999999994,0.0026136363636363636
P-9714,SHREDDED|Carrot Jumbo,0.9,Kg,,900.0,g,360.1419689119171,0.40015774323546344,9.291709844559586,0.01032412204951065,11644.041450777202,12.937823834196891,44576.68393782384,49.529648819804265,0.3763730569948187,0.00041819228554979855
P-51534,SHREDDED|Jicama,800.0,g,,800.0,g,397.0,0.49625,5.0,0.00625,9900.0,12.375,37900.0,47.375,0.5199999999999999,0.0006499999999999999
P-26633,SHREDDED|Lettuce|Iceberg,7.5,lb,PREP,3401.94,g,3756.8893922234806,1.1043373464033701,47.71611929029823,0.014026149576505826,329180.82295205735,96.76267745817309,14999773.499433748,4409.1822605436155,13.892034730086825,0.004083562534932076
P-53938,SHRIMP|Roll Filling|Formal,12.0,each,,456.0,g,6472.400014285715,14.19385968045113,21.697928571428573,0.047583176691729324,368706.6142857143,808.5671365914787,14848607.942857143,32562.73671679198,0.991207142857143,0.002173699874686717
P-57533,SIDE BAR|MIX|MASTER,4.0,Kg,,4000.0,g,3242.621625238575,0.8106554063096437,25.79128849558972,0.006447822123897429,488004.3725465357,122.00109313663393,10002673.78045106,2500.668445112765,8.76083704734278,0.0021902092618356953
P-54581,SLICE|Multigrain Bread,22.0,slice,,38.0,g,1.5225,0.04006578947368421,0.0148,0.00038947368421052633,419.2,11.031578947368422,12821.7,337.41315789473686,0.0048899999999999,0.00012868421052631316
P-34298,"SLICED|1/8"" Green Cabbage",18.0,Kg,PREP,18000.0,g,13062.0,0.7256666666666667,165.9,0.009216666666666666,1144500.0,63.583333333333336,52151400.0,2897.3,48.3,0.002683333333333333
P-45403,"SLICED|1/8""Red Cabbage",18.0,Kg,PREP,18000.0,g,13062.0,0.7256666666666667,165.9,0.009216666666666666,1144500.0,63.583333333333336,52151400.0,2897.3,48.3,0.002683333333333333
P-51510,SLICED|Avocado|1/4ea,4.0,PTN,,160.0,g,58.56160936985749,0.36601005856160934,0.3672000587520094,0.0022950003672000587,476.00007616001216,2.975000476000076,639.2001022720164,3.9950006392001023,0.09656001544960247,0.0006035000965600154
P-44506,SLICED|Avocado|Quarter,4.0,each,,160.0,g,60.5326093698575,0.37832880856160933,0.3807000587520094,0.002379375367200059,663.0000761600122,4.1437504760000765,7366.700102272016,46.0418756392001,0.09866001544960247,0.0006166250965600154
P-54397,SLICED|Carrot,0.95,Kg,,950.0,g,306.20000000000005,0.3223157894736843,7.9,0.00831578947368421,9900.0,10.421052631578947,37900.0,39.89473684210526,0.32,0.0003368421052631579
P-50619,SLICED|Celery,7.5,Kg,,7500.0,g,5029.0,0.6705333333333333,79.0,0.010533333333333334,813000.0,108.4,29395000.0,3919.3333333333335,11.9,0.0015866666666666668
P-19209,SLICED|Celery,15.4,Kg,,15400.0,g,14483.52,0.9404883116883117,227.52,0.014774025974025974,2341440.0,152.04155844155844,84657600.0,5497.2467532467535,34.272000000000006,0.0022254545454545457
P-51511,SLICED|Cucumber,200.0,slice,,2836.0,g,502.90000000000003,0.177327221438646,7.9,0.002785613540197461,81300.0,28.667136812411847,2939500.0,1036.4950634696756,1.1900000000000002,0.000419605077574048
P-55317,SLICED|Egg,1.0,Kg,,1000.0,g,3691.4151428571427,3.6914151428571427,61.21928571428572,0.06121928571428572,632971.1428571428,632.9711428571428,18621629.42857143,18621.62942857143,6.928571428571429,0.006928571428571429
P-18318,SLICED|Green Onion,160.0,g,,160.0,g,4.522499773875011,0.02826562358671882,0.11849999407500031,0.0007406249629687519,28.49999857500007,0.17812499109375043,854.9999572500021,5.343749732812514,0.00794999960250002,4.968749751562512e-05
P-39057,SLICED|Green Onion v1,150.0,g,PREP,150.0,g,4.522499773875011,0.030149998492500073,0.11849999407500031,0.000789999960500002,28.49999857500007,0.18999999050000047,854.9999572500021,5.699999715000014,0.00794999960250002,5.299999735000013e-05
P-50840,"SLICED|Green Pepper 1/8""",1.92,lb,PREP,870.8966399999999,g,502.90000000000003,0.577450844224178,7.9,0.009071110895547836,81300.0,93.35206529215684,2939500.0,3375.2570224636534,1.1900000000000002,0.0013664078437597375
P-44475,SLICED|Jalepeno|1/8th,214.0,g,FOOD - GROCERY,214.0,g,134.7772,0.6297999999999999,2.1172000000000004,0.009893457943925236,21788.399999999998,101.81495327102803,787786.0,3681.2429906542056,0.31892000000000004,0.001490280373831776
P-50923,SLICED|Kalamata Olives,3.0,Kg,,3000.0,g,1834.356,0.611452,11.502000000000002,0.0038340000000000006,14910.0,4.97,20022.0,6.674,3.0245999999999995,0.0010082
P-58359,SLICED|Mushroom Foodservice,10.0,lb,,4535.92,g,2281.114168,0.5029,35.833768000000006,0.0079,368770.296,81.3,13333336.84,2939.5,5.397744800000001,0.00119
P-34123,"SLICED|Onion 1/8""",11.01,Kg,PREP,11010.0,g,3482.325,0.31628746594005447,91.245,0.008287465940054497,21945.0,1.9931880108991826,658350.0,59.79564032697548,6.1215,0.0005559945504087193
P-50547,SLICED|Onion Red,23.0,lb,,10432.616,g,3418.9496999999997,0.3277173913043478,89.58442,0.008586956521739129,21545.62,2.0652173913043477,646368.6,61.95652173913043,6.010094,0.000576086956521739
P-50553,SLICED|Onion Yellow,23.0,lb,,10432.616,g,3418.9496999999997,0.3277173913043478,89.58442,0.008586956521739129,21545.62,2.0652173913043477,646368.6,61.95652173913043,6.010094,0.000576086956521739
P-35258,SLICED|Red onion,11.01,Kg,PREP,11010.0,g,4940.54859375,0.4487328423024523,129.45384375,0.011757842302452316,31134.468750000004,2.8278354904632157,934034.0625000001,84.83506471389647,8.684878125000001,0.0007888172683923706
P-50838,SLICED|Red Pepper,363.2,g,,363.2,g,228.3166,0.628625,3.5866000000000002,0.009875,36910.2,101.625,1334533.0,3674.375,0.5402600000000001,0.0014875000000000003
P-50488,SLICED|Smoked Meat,3.96,Kg,,3960.0,g,165385.2,41.763939393939395,1318.0,0.3328282828282828,6708800.0,1694.141414141414,245236000.0,61928.28282828283,505.8,0.12772727272727272
P-9779,SLICED|Tomato,768.0,slice,,11250.0,g,10917.707444444444,0.9704628839506173,124.42280555555556,0.011059804938271606,1212728.611111111,107.79809876543209,70569780.3611111,6272.869365432098,2.5199555555555557,0.00022399604938271606
P-50841,"SLICED|Zucchini 3/4""",900.0,g,,900.0,g,502.90000000000003,0.5587777777777778,7.9,0.008777777777777778,81300.0,90.33333333333333,2939500.0,3266.1111111111113,1.1900000000000002,0.0013222222222222225
P-50495,SLURRY|Cornstarch,2.0,L,,2000.0,ml,973.4000000000001,0.4867,6.75,0.003375,44900.0,22.45,350600.0,175.3,1.74,0.00087
P-50784,SMASHED|Avocado,2.5,L,,2500.0,ml,1194.6544961117593,0.4778617984447037,7.26619662339146,0.0029064786493565842,11173.470301675248,4.469388120670099,80454.66653338665,32.181866613354664,2.003597736415638,0.0008014390945662551
P-44913,SMASHED|Chunky Avocado,1.6,Kg,PREP,1600.0,g,922.81456150737,0.5767591009421063,5.134099390855902,0.003208812119284939,8229.86788005886,5.143667425036788,69862.21704243471,43.663885651521696,1.8371894959023194,0.0011482434349389496
P-56682,SMOKED|Chorizo,1.5,Kg,,1500.0,g,19663.0,13.108666666666666,265.6,0.17706666666666668,3620600.0,2413.733333333333,108485400.0,72323.6,42.0399999999998,0.028026666666666533
P-43638,SMOOTHIE|Banana Matcha|PREP,2.0,ea,,730.0,ml,496.8304296939858,0.6805896297177888,2.7177470889650293,0.003722941217760314,26096.376265653736,35.748460637881834,820787.9398806852,1124.3670409324454,1.1451046528630393,0.0015686365107712868
P-43637,SMOOTHIE|Blueberry Boost,1.0,ea,,365.0,ml,700.4535134423078,1.9190507217597474,2.2527226730769234,0.006171842939936776,140150.0919807692,383.97285474183343,6727470.658173077,18431.426460748156,0.9702009403846155,0.0026580847681770287
P-36815,SMOOTHIE|Delish,2.0,ea,,730.0,ml,1385.9993906923078,1.89862930231823,5.036259923076924,0.006898986195995786,210796.44523076923,288.7622537407798,9832318.741923075,13468.929783456268,1.2231359153846153,0.0016755286512118018
P-44309,SMOOTHIE|Hawaiian Sun ,1.0,PTN,,365.0,ml,230.75223076923078,0.6321978925184405,0.9543076923076923,0.002614541622760801,37179.28525641026,101.8610554970144,2591605.516025641,7100.289085001757,0.4631384615384615,0.001268872497365648
P-64893,SMOOTHIE|Holiday Almond Nog,1.0,PTN,,1400.0,ml,1667.9314166666668,1.1913795833333334,4.846749999999999,0.0034619642857142852,665650.3333333334,475.4645238095238,47222534.083333336,33730.38148809524,2.8072583333333334,0.0020051845238095237
P-39135,SMOOTHIE|Orange Zinger,2.0,ea,,730.0,ml,464.12992037886204,0.6357944114778932,3.4799908370446717,0.004767110735677632,83860.84427441059,114.87786886905559,5499892.676226904,7534.09955647521,0.9116590003571181,0.0012488479456946823
P-36066,SMOOTHIE|Rise & Shine,3.0,ea,,1095.0,ml,1365.995153846154,1.247484158763611,4.63203846153846,0.004230172110994028,302933.1046153846,276.65123709167545,14431127.098461539,13179.111505444327,1.5850523076923078,0.001447536354056902
P-26835,SOUP - Mixed Lentil,30.0,L,PREP,30000.0,ml,12969.053799138901,0.43230179330463003,118.10307067184368,0.00393676902239479,276257.112764902,9.208570425496733,8694709.58099733,289.82365269991095,74.94893277233697,0.002498297759077899
P-26840,SOUP - Rst Red Pepper Bisque,30.0,L,PREP,30000.0,ml,11900.572306882472,0.39668574356274905,165.33055963827675,0.005511018654609225,1183275.52020705,39.442517340235,56439135.867431894,1881.3045289143965,15.913030119971985,0.0005304343373323995
P-41998,SOUP|Black bean,2.0,L,,2000.0,ml,2403.5680791729324,1.201784039586466,10.810936000776884,0.005405468000388442,12384.318159751521,6.19215907987576,615058.1816158104,307.52909080790516,17.00012204962406,0.00850006102481203
P-36688,SOUP|Butternut Squash,20.0,L,,20000.0,ml,14100.271798722582,0.7050135899361292,52.88736807130683,0.0026443684035653415,335862.3509125351,16.793117545626753,3082654.2166890814,154.13271083445406,40.59797544565009,0.0020298987722825045
P-46558,SOUP|Carrot & Lentil ,15.0,L,,15000.0,ml,9016.873515320554,0.6011249010213703,79.28496007684366,0.005285664005122911,103249.64490854216,6.883309660569478,1390004.5599703018,92.66697066468679,47.94866385697135,0.003196577590464757
P-26599,SOUP|Carrot Ginger,20.0,L,,20000.0,ml,3836.126575980429,0.19180632879902146,85.82190947605409,0.0042910954738027045,106520.10310412,5.326005155206,827013.4914805853,41.35067457402926,6.577991123234041,0.00032889955616170204
P-26578,SOUP|Chickpea & Wild Rice,20.0,L,,20000.0,ml,11366.244970021695,0.5683122485010847,70.19791697348117,0.0035098958486740584,723406.5890204491,36.170329451022454,11116309.971643176,555.8154985821589,67.19081004388242,0.003359540502194121
